CTRL1	CTRL2	CTRL3	CIP1	CIP2	CIP3	ID	TYPE	NAME	???	DESCRIPTION
2541	1722	614	1001	965	1295	PA3193	CDS	glk	2.7.1.2	glucokinase
8179	4574	1955	1586	1682	1802	PA3194	CDS	edd	4.2.1.12	phosphogluconate dehydratase
4397	2366	1163	1615	1696	1572	PA3195	CDS	gapA		glyceraldehyde 3-phosphate dehydrogenase
1294	669	546	285	291	380	PA3196	CDS			hypothetical protein
2506	1528	922	614	632	842	PA3197	CDS			hypothetical protein
2039	1133	634	612	627	649	PA3198	CDS			hypothetical protein
1761	992	566	623	591	743	PA3199	CDS			hypothetical protein
2884	1563	988	1119	1046	1465	PA3200	CDS			hypothetical protein
8438	4638	5075	3335	3365	3937	PA3201	CDS			intracellular septation protein A
4648	2351	1948	2072	2258	2373	PA3202	CDS			hypothetical protein
1972	1079	676	861	661	861	PA3203	CDS			hypothetical protein
2050.24	1233	702	798	670	847	PA3204	CDS			two-component response regulator
3550	1840	1494	1527	1218	989	PA3205	CDS			hypothetical protein
1428	811	459	403	456	478	PA3206	CDS			two-component sensor
1136	660	389	454	496	576	PA3207	CDS			hypothetical protein
1663	1040	692	859	871	1090	PA3208	CDS			hypothetical protein
87	46	44	44	36	67	PA3209	CDS			hypothetical protein
1783	948	975	433	476	837	PA3210	CDS	trkH		potassium uptake protein TrkH
3294	1874	1237	1132	1210	1476	PA3211	CDS			ABC transporter permease
1361	843	402	506	472	679	PA3212	CDS			ABC transporter ATP-binding protein
2800	1457	1218	1495	1222	1790	PA3213	CDS			hypothetical protein
2745	1668	902	2091	1893	1919	PA3214	CDS			hypothetical protein
2826	1448	1359	2361	1900	2390	PA3215	CDS			transcriptional regulator
791	387	452	820	673	688	PA3216	CDS			hypothetical protein
3385	2066	1957	1254	1335	1608	PA3217	CDS	cyaB		protein CyaB
141	79	56	63	66	87	PA3219	CDS			hypothetical protein
1976	998	836	527	591	797	PA3220	CDS			transcriptional regulator
896	447	428	521	749	619	PA3221	CDS	csaA		molecular chaperone CsaA
778	487	174	334	423	391	PA3222	CDS			hypothetical protein
433	245	263	251	255	277	PA3223	CDS	azoR3		FMN-dependent NADH-azoreductase
2936	1459	1709	2269	1912	2819	PA3224	CDS			hypothetical protein
5426	2717	1372	2684	2421	2808	PA3225	CDS			transcriptional regulator
2328	1349	725	931	1042	1058	PA3226	CDS			hydrolase
4666	2347	1366	1662	1767	1907	PA3227	CDS	ppiA		peptidyl-prolyl cis-trans isomerase A
8376	4320	2576	3238	3227	3433	PA3228	CDS			ABC transporter ATP-binding protein/permease
444	258	202	377	288	459	PA3229	CDS			hypothetical protein
1223	900	497	567	534	641	PA3230	CDS			hypothetical protein
385	211	210	1044	969	733	PA3231	CDS			hypothetical protein
820	448	341	676	837	1055	PA3232	CDS			DNA polymerase III subunit epsilon
1551	922	472	1693	2136	2516	PA3233	CDS			hypothetical protein
4489	2773	1827	5678	7176	7418	PA3234	CDS			acetate permease
4459	2205	3118	5390	7793	8511	PA3235	CDS			hypothetical protein
706	340	323	619	724	810	PA3236	CDS			glycine betaine-binding protein
237	115	107	144	121	173	PA3237	CDS			hypothetical protein
2513	1407	1130	1435	1489	1979	PA3238	CDS			hypothetical protein
1259	656	659	1097	927	1198	PA3239	CDS			hypothetical protein
1181	636	384	1098	977	1043	PA3240	CDS			quercetin 2,3-dioxygenase
1731	1124	658	764	785	940	PA3241	CDS			hypothetical protein
2960	1736	1581	556	736	1174	PA3242	CDS			lipid A biosynthesis lauroyl acyltransferase
2619	1568	1091	1665	1679	1887	PA3243	CDS	minC		septum formation inhibitor
9606	5930	4310	3061	3268	5123	PA3244	CDS	minD		cell division inhibitor MinD
2615	1765	1926	1322	1435	2523	PA3245	CDS	minE		cell division topological specificity factor MinE
678	336	142	127	116	164	PA3246	CDS	rluA		pseudouridine synthase
8569	4680	2447	2670	3258	2798	PA3247	CDS			aminopeptidase
1187	703	511	627	676	613	PA3248	CDS			hypothetical protein
396	242	128	256	220	230	PA3249	CDS			transcriptional regulator
1546	806	475	759	845	784	PA3250	CDS			hypothetical protein
502	253	128	172	163	204	PA3251	CDS			hypothetical protein
421	227	172	252	190	233	PA3252	CDS			ABC transporter permease
450	266	201	238	205	225	PA3253	CDS			ABC transporter permease
1135	614	457	523	478	618	PA3254	CDS			ABC transporter ATP-binding protein
2045	1360	633	1102	1000	1060	PA3255	CDS			hypothetical protein
3899	2647	1154	2819	2775	2436	PA3256	CDS			oxidoreductase
45523	22621	18544	17788	17948	18003	PA3257	CDS	prc		tail-specific protease
1253	803	552	1183	1031	997	PA3258	CDS			hypothetical protein
1517	968	525	1383	1541	1281	PA3259	CDS			hypothetical protein
1541	968	527	922	791	1075	PA3260	CDS			transcriptional regulator
3010	1497	1647	3681	3476	3642	PA3261	CDS			hypothetical protein
10970	5788	5152	2560	2654	5321	PA3262	CDS			FkbP-type peptidyl-prolyl cis-trans isomerase
589.097	368.035	441.044	385.949	413.135	394.413	PA3262.1	tRNA			tRNA-Asp
593.5	383.5	720.5	203.5	282	268.5	PA3262.2	tRNA			tRNA-Val
2571	1619	882	817	969	1184	PA3263	CDS			recombination associated protein RdgC
670	369	216	206	203	257	PA3264	CDS			transporter
447	234	202	159	189	292	PA3265	CDS			transporter
284924	114560	166678	20715	23961	36570	PA3266	CDS	capB		major cold shock protein CspA
11803	6469	3703	3037	2907	3112	PA3267	CDS			hypothetical protein
1070	628	459	772	715	917	PA3268	CDS			TonB-dependent receptor
361	225	180	172	192	282	PA3269	CDS			transcriptional regulator
1637	1088	659	1381	1550	2612	PA3270	CDS			hypothetical protein
11661	6467	4631	6443	9110	9219	PA3271	CDS			two-component sensor
5580	3165	1298	7271	6915	6162	PA3272	CDS			ATP-dependent DNA helicase
308	153	101	959	767	773	PA3273	CDS			hypothetical protein
493	246	256	2238	1800	1517	PA3274	CDS			hypothetical protein
420	273	145	742	693	707	PA3275	CDS			hypothetical protein
243	145	103	121	140	217	PA3276	CDS			hypothetical protein
1105	679	305	296	318	351	PA3277	CDS			short-chain dehydrogenase
3050	1573	1555	1471	1447	2081	PA3278	CDS			hypothetical protein
153.188	94	79	125	96	138	PA3279	CDS	oprP		phosphate-specific outer membrane porin OprP
659.812	358	304	376	311	441	PA3280	CDS	oprO		pyrophosphate-specific outer membrane porin OprO
213	110	70	103	70	96	PA3281	CDS			hypothetical protein
255	124	63	64	60	70	PA3282	CDS			hypothetical protein
1019	511	335	423	391	495	PA3283	CDS			hypothetical protein
1437	671	573	963	716	861	PA3284	CDS			hypothetical protein
3189	1836	1345	1237	1196	1218	PA3285	CDS			ECF subfamily sigma-70 factor
11757	6456	4140	3853	3718	4159	PA3286	CDS			3-oxoacyl-ACP synthase
445	239	89	149	118	173	PA3287	CDS			hypothetical protein
993	551	536	436	400	572	PA3288	CDS			hypothetical protein
1265	633	563	725	843	790	PA3289	CDS			hypothetical protein
7491	4045	4241	4850	4001	5233	PA3290	CDS			hypothetical protein
331	164	204	147	101	253	PA3291	CDS			hypothetical protein
180	100	121	68	49	139	PA3292	CDS			hypothetical protein
133	104	40	84	69	75	PA3293	CDS			hypothetical protein
634.102	369.128	243.697	93.3635	84.9978	207.224	PA3294	CDS			hypothetical protein
4309	1950	2975	1352	1548	2711	PA3295	CDS			HIT family protein
148	119	59	56	56	49	PA3296	CDS	phoA		alkaline phosphatase
11814	6970	3399	2210	2264	3087	PA3297	CDS			ATP-dependent helicase
96	41	39	85	94	100	PA3298	CDS			hypothetical protein
8199	4855	3525	3132	2899	5215	PA3299	CDS	fadD1		long-chain-fatty-acid--CoA ligase
1816	1027	771	817	732	1131	PA3300	CDS	fadD2		long-chain-fatty-acid--CoA ligase
1859	1095	764	386	409	554	PA3301	CDS			hypothetical protein
2318	1222	1098	1208	1056	1227	PA3302	CDS			hypothetical protein
1348	810	759	470	596	580	PA3303	CDS			major facilitator superfamily transporter
1430	772	484	567	528	512	PA3304	CDS			hypothetical protein
195	93	107	90	84	75	PA3303a	CDS			hypothetical protein
3009	1664	1145	1186	1277	1346	PA3305	CDS			hypothetical protein
2101	1223	946	1015	1137	1094	PA3306	CDS			hypothetical protein
3008	1722	1233	1079	1257	1064	PA3307	CDS			hypothetical protein
8104	4424	2425	1314	1339	2422	PA3308	CDS			RNA polymerase-associated protein RapA
68924	34392	24787	99691	65329	61858	PA3309	CDS			hypothetical protein
7243	4388	2639	2607	2423	2766	PA3310	CDS			hypothetical protein
3711	1857	1498	1906	2096	2554	PA3311	CDS			signaling protein
785	446	237	484	343	613	PA3312	CDS			3-hydroxyisobutyrate dehydrogenase
1347	739	335	483	383	857	PA3313	CDS			hypothetical protein
416	239	98	211	172	266	PA3314	CDS			phosphonates ABC transporter ATP-binding protein
637	301	286	711	693	796	PA3315	CDS			phosphonates ABC transporter permease
667	341	230	439	394	521	PA3316	CDS			ABC transporter permease
450	322	167	325	269	413	PA3317	CDS			hypothetical protein
113	83	35	82	77	56	PA3318	CDS			hypothetical protein
439	217	171	231	202	247	PA3319	CDS	plcN		non-hemolytic phospholipase C
68	38	23	53	52	63	PA3320	CDS			hypothetical protein
452	257	137	320	268	412	PA3321	CDS			transcriptional regulator
723	500	314	466	475	823	PA3322	CDS			hypothetical protein
182	110	46	166	145	177	PA3323	CDS			hypothetical protein
625	356	187	624	526	583	PA3324	CDS			short-chain dehydrogenase
415	230	122	203	219	188	PA3325	CDS			hypothetical protein
8442	5784	2402	4398	3842	4333	PA3326	CDS			ATP-dependent Clp protease proteolytic subunit
5301	2902	1733	9264	6306	8338	PA3327	CDS			non-ribosomal peptide synthetase
568	339	175	2223	1691	1714	PA3328	CDS			FAD-dependent monooxygenase
615	359	142	1782	1470	1364	PA3329	CDS			hypothetical protein
609	350	121	2129	1691	1402	PA3330	CDS			short-chain dehydrogenase
1238	732	296	2487	2082	1940	PA3331	CDS			cytochrome P450
515	303	121	1352	1064	872	PA3332	CDS			hypothetical protein
986	612	219	2329	1946	1700	PA3333	CDS	fabH2	2.3.1.180	3-oxoacyl-ACP synthase III
478	260	184	1798	1292	1230	PA3334	CDS			acyl carrier protein
823	465	266	1550	1201	1327	PA3335	CDS			hypothetical protein
5283	2457	1055	2308	2174	1879	PA3336	CDS			major facilitator superfamily transporter
20203	9909	4732	11379	8627	8106	PA3337	CDS	rfaD		ADP-L-glycero-D-mannoheptose-6-epimerase
795	288	465	319	331	418	PA3338	CDS			hypothetical protein
1457	887	516	722	537	794	PA3339	CDS	plpD		patatin-like protein
3445	2076	1013	1249	1384	1639	PA3340	CDS			hypothetical protein
9941	4379	4703	1306	1277	1967	PA3341	CDS			transcriptional regulator
1603	840	559	511	572	534	PA3342	CDS			hypothetical protein
4338	2086	2158	1199	1264	1473	PA3343	CDS			hypothetical protein
9768	6250	4014	2394	2548	3657	PA3344	CDS	recQ		ATP-dependent DNA helicase RecQ
899	670	675	470	602	673	PA3345	CDS			hypothetical protein
3235	1973	1490	2715	2821	2365	PA3346	CDS			two-component response regulator
2813	1210	1466	1858	1716	1887	PA3347	CDS			hypothetical protein
13940	8323	4495	4637	3970	4084	PA3348	CDS			chemotaxis protein methyltransferase
49574	25655	19563	14927	13422	13940	PA3349	CDS			chemotaxis protein
7789	4068	3531	2234	2216	2816	PA3350	CDS			flagellar basal body P-ring biosynthesis protein FlgA
41740	17916	22974	13233	11717	12862	PA3351	CDS	flgM		protein FlgM
13806	6933	6628	4962	4227	4611	PA3352	CDS			hypothetical protein
11984	5738	4822	4260	3934	4364	PA3353	CDS			hypothetical protein
3399	1623	1160	1844	1867	1838	PA3354	CDS			hypothetical protein
2301	1194	781	1437	1369	1469	PA3355	CDS			hypothetical protein
7905	4365	2198	3780	3678	3905	PA3356	CDS			hypothetical protein
1774	939	325	484	473	678	PA3357	CDS	dsdA	4.3.1.18	D-serine dehydratase
266	126	67	83	92	115	PA3358	CDS			hypothetical protein
345	148	116	156	130	206	PA3359	CDS			hypothetical protein
199	115	65	153	142	210	PA3360	CDS			secretion protein
1161	587	521	2057	1712	1732	PA3361	CDS	lecB		fucose-binding lectin PA-IIL
444	260	224	529	454	459	PA3362	CDS			transporter protein AmiS
438	279	212	632	538	553	PA3363	CDS	amiR		aliphatic amidase regulator
885	545	234	948	804	965	PA3364	CDS	amiC		aliphatic amidase expression-regulating protein
1314	829	392	1309	1026	1256	PA3365	CDS			chaperone
12175	5888	5785	4463	4460	5677	PA3366	CDS	amiE	3.5.1.4	acylamide amidohydrolase
586	388	319	126	135	267	PA3367	CDS			hypothetical protein
43	38	67	16	12	23	PA3368.1	tRNA			tRNA-Arg
257	167	109	151	185	195	PA3368	CDS			acetyltransferase
1438	699	527	1443	952	2223	PA3369	CDS			hypothetical protein
700	414	225	1046	674	1309	PA3370	CDS			hypothetical protein
447	229	168	629	447	709	PA3371	CDS			hypothetical protein
1057	599	242	948	735	977	PA3372	CDS			carbon-phosphorus lyase complex accessory protein
665	441	195	426	354	421	PA3373	CDS			hypothetical protein
532	330	146	270	277	317	PA3374	CDS			hypothetical protein
179	80	27	49	64	75	PA3375	CDS			ABC transporter ATP-binding protein
207	106	62	74	84	115	PA3376	CDS			phosphonate C-P lyase system protein PhnK
182	109	54	102	88	106	PA3377	CDS			hypothetical protein
252	140	59	105	113	97	PA3378	CDS			hypothetical protein
90	47	25	34	26	39	PA3379	CDS			carbon-phosphorus lyase complex subunit
30	11	9	13	10	12	PA3380	CDS			hypothetical protein
76	34	22	20	21	24	PA3381	CDS			transcriptional regulator
150	70	35	48	43	55	PA3382	CDS	phnE		phosphonate transporter PhnE
136	56	38	58	55	60	PA3383	CDS			phosphonate ABC transporter substrate-binding protein
152	74	64	97	88	116	PA3384	CDS	phnC		phosphonate ABC transporter ATP-binding protein
33423	12477	19986	19803	16335	21775	PA3385	CDS	amrZ		alginate and motility regulator Z
1119	469	329	385	378	355	PA3386	CDS			hypothetical protein
380	195	126	69	74	103	PA3387	CDS	rhlG		3-oxoacyl-ACP reductase
590	328	205	116	155	239	PA3388	CDS			S-adenosylmethionine-dependent methyltransferase RcsF
101	50	36	90	63	73	PA3390	CDS			hypothetical protein
133	63	65	50	51	67	PA3389	CDS			ring-cleaving dioxygenase
1072	546	442	189	209	273	PA3391	CDS	nosR		regulatory protein NosR
2528	1272	561	281	217	347	PA3392	CDS	nosZ		nitrous-oxide reductase
569	343	169	115	116	150	PA3393	CDS	nosD		copper-binding periplasmic protein
273	142	58	69	72	97	PA3394	CDS	nosF		copper ABC transporter ATP-binding protein
203	102	58	25	20	35	PA3395	CDS	nosY		membrane protein NosY
193	126	50	37	40	35	PA3396	CDS	nosL		acessory protein NosL
10471	5872	2594	1063	976	2529	PA3397	CDS	fpr		ferredoxin-NADP reductase
760	525	257	572	453	663	PA3398	CDS			transcriptional regulator
887	440	374	425	461	554	PA3399	CDS			hypothetical protein
637	340	265	335	287	362	PA3400	CDS			hypothetical protein
704	382	317	343	249	398	PA3401	CDS			hypothetical protein
1213	725	455	396	417	528	PA3402	CDS			hypothetical protein
583	350	336	165	166	235	PA3403	CDS			hypothetical protein
214	99	117	283	256	409	PA3403a	CDS			hypothetical protein
282	144	59	161	147	193	PA3404	CDS			hypothetical protein
142	73	31	39	43	55	PA3405	CDS	hasE		metalloprotease secretion protein
104	55	16	41	38	64.2419	PA3406	CDS	hasD		transporter HasD
300	222	106	288	231	269	PA3407	CDS	hasAp		heme acquisition protein HasA
378	238	140	267	212	301	PA3408	CDS	hasR		heme uptake outer membrane receptor HasR
102	86	33	61	64	74	PA3409	CDS			transmembrane sensor
103	70	33	26	24	27	PA3410	CDS			ECF subfamily sigma-70 factor
69	39	45	10	16	30	PA3411	CDS			hypothetical protein
75	61	28	211	163	170	PA3412	CDS			hypothetical protein
2612	1266	1272	2019	1730	2728	PA3413	CDS			hypothetical protein
727	422	227	476	573	612	PA3414	CDS			hypothetical protein
2053	1084	409	1553	1847	1723	PA3415	CDS			branched-chain alpha-keto acid dehydrogenase subunit E2
2790	1421	608	2150	2510	2368	PA3416	CDS			pyruvate dehydrogenase E1 component subunit beta
3099	1645	556	2860	2921	3213	PA3417	CDS			pyruvate dehydrogenase E1 component subunit alpha
10771	4447	3435	9537	7912	10116	PA3418	CDS	ldh		leucine dehydrogenase
744	454	252	500	469	451	PA3419	CDS			hypothetical protein
607	377	147	271	239	327	PA3420	CDS			transcriptional regulator
265	169	107	212	189.027	258	PA3421	CDS			hypothetical protein
297	164	172	277.038	268	267	PA3422	CDS			hypothetical protein
823	434	411	364	366	448	PA3423	CDS			transcriptional regulator
1050	628	432	323	385	438	PA3424	CDS			hypothetical protein
382	246	129	139	123	115	PA3425	CDS			hypothetical protein
1892	1068	411	683	763	895	PA3426	CDS		4.2.1.17	enoyl-CoA hydratase
1150	595	240	335	392	368	PA3427	CDS			short-chain dehydrogenase
68	29	17	51	39	45	PA3428	CDS			hypothetical protein
492	286	173	358	316	299	PA3429	CDS			epoxide hydrolase
1018	536	317	477	483	495	PA3430	CDS			aldolase
1051	506	286	163	231	188	PA3431	CDS			hypothetical protein
456	210	152	71	76	115	PA3432	CDS			hypothetical protein
978	597	326	534	538	565	PA3433	CDS			transcriptional regulator
288.667	137.833	121.167	253.5	238.5	248.833	PA3434	CDS			transposase
1915	903	856	741	787	1128	PA3435	CDS			flavodoxin
382	290	120	88	62	81	PA3436	CDS			hypothetical protein
2255	1155	950	760	785	1106	PA3437	CDS	folM		short-chain dehydrogenase
1136	624	514	445	449	472	PA3438	CDS	folE1	3.5.4.16	GTP cyclohydrolase I
1096	611	492	583	587	852	PA3439	CDS	folX		D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase
1178	670	477	292	242	326	PA3440	CDS			hypothetical protein
1374	787	426	477	446	734	PA3440a	CDS			type III effector protein
370	209	182	199	164	188	PA3441	CDS			molybdopterin-binding protein
203	112	50	82	65	85	PA3442	CDS			aliphatic sulfonates ABC transporter ATP-binding subunit
161	65	37	55	43	74	PA3443	CDS			ABC transporter permease
161	72	33	84	79	112	PA3444	CDS		1.14.14.5	alkanesulfonate monooxygenase
378	191	124	169	156	208	PA3445	CDS			hypothetical protein
657	388	187	460	376	530	PA3446	CDS			NAD(P)H-dependent FMN reductase
82	28	25	52	56	52	PA3447	CDS			ABC transporter ATP-binding protein
74	52	13	65	71	86	PA3448	CDS			ABC transporter permease
106	59	38	78	60	85	PA3449	CDS			hypothetical protein
1250	675	502	720	596	920	PA3450	CDS			antioxidant protein
2263	1025	1373	2279	2330	2622	PA3451	CDS			hypothetical protein
6536	3487	2331	959	1024	1364	PA3452	CDS	mqoA	1.1.5.4	malate:quinone oxidoreductase
630	427	276	225	204	496	PA3453	CDS			hypothetical protein
2339	1351	619	412	438	435	PA3454	CDS			acyl-CoA thiolase
6529	3490	1928	1801	1892	2072	PA3455	CDS			hypothetical protein
3209	1870	1024	434	431	662	PA3456	CDS			tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
2014	1137	542	1177	1258	879	PA3457	CDS			hypothetical protein
4589	2202	1536	2968	2140	2010	PA3458	CDS			transcriptional regulator
5367	2443	1890	4976	3522	4258	PA3459	CDS			glutamine amidotransferase
1963	1043	400	2320	1789	2321	PA3460	CDS			acetyltransferase
1177	568	255	1400	1243	1365	PA3461	CDS			hypothetical protein
1378	697	497	690	727	819	PA3462	CDS			sensor/response regulator hybrid protein
267	114	128	117	111	156	PA3463	CDS			hypothetical protein
325	222	119	203	186	228	PA3464	CDS			hypothetical protein
10743	5103	3451	5676	5805	6071	PA3465	CDS			hypothetical protein
5094	2807	1507	874	906	1315	PA3466	CDS			ATP-dependent RNA helicase
314	201	141	212	200	234	PA3467	CDS			major facilitator superfamily transporter
2370	1261	630	486	475	829	PA3468	CDS			hypothetical protein
1017	604	307	258	251	399	PA3469	CDS			hypothetical protein
721	353	192	185	171	288	PA3470	CDS			hypothetical protein
7573	4663	1802	1891	1761	2433	PA3471	CDS		1.1.1.38	NAD-dependent malic enzyme
3607	2046	2176	896	862	1633	PA3472	CDS			hypothetical protein
588	373	248	175	178	307	PA3473	CDS			chloramphenicol-sensitive protein RarD
497	265	168	168	136	220	PA3474	CDS			hypothetical protein
1462	890	634	635	562	1029	PA3475	CDS	pheC		cyclohexadienyl dehydratase
6588	3467	4331	3353	4737	4753	PA3476	CDS	rhlI		acyl-homoserine-lactone synthase
4243	1861	2390	3256	3096	4023	PA3477	CDS	rhlR		transcriptional regulator RhlR
738	429	219	749	664	673	PA3478	CDS	rhlB		rhamnosyltransferase subunit B
871	503	333	922	886	735	PA3479	CDS	rhlA		rhamnosyltransferase subunit A
3417	2033	1628	1013	1037	1808	PA3480	CDS		3.5.4.13	deoxycytidine triphosphate deaminase
4342	2639	1008	882	1017	1157	PA3481	CDS			hypothetical protein
14503	8176	5129	3820	3813	5858	PA3482	CDS	metG	6.1.1.10	methionine--tRNA ligase
2366	1421	975	715	582	998	PA3483	CDS			hypothetical protein
1393	806	365	319	265	511	PA3484	CDS			hypothetical protein
609	297	189	309	245	439	PA3485	CDS			hypothetical protein
558.78	334.514	156.799	105.777	105.128	161.483	PA3486	CDS			hypothetical protein
211	107	68	45	27	56	PA3487	CDS	pldA		phospholipase D
34	19	24	2	2	12	PA3488	CDS			hypothetical protein
1062	601	450	235	268	454	PA3489	CDS			electron transport complex subunit A
950	546	242	155	192	276	PA3490	CDS			electron transport complex subunit B
3134	1720	1157	566	626	934	PA3491	CDS			electron transport complex subunit C
653	372	258	294	184	270	PA3492	CDS			electron transport complex subunit D
576	324	222	246	208	296	PA3493	CDS			electron transport complex subunit G
572	337	293	278	281	285	PA3494	CDS			electron transport complex subunit E
1599	700	790	675	652	730	PA3495	CDS	nth		endonuclease III
1357	783	872	2155	1715	2737	PA3496	CDS			hypothetical protein
21	14	3	2	9	13	PA3497	CDS			hypothetical protein
35	21	17	2	10	13	PA3498	CDS			oxidoreductase
9	8	4	0	0	2	PA3499	CDS			hypothetical protein
11	7	5	4	3	4	PA3500	CDS			hypothetical protein
0	0	0	0	2	0	PA3501	CDS			hypothetical protein
1	2	1	2	2	2	PA3502	CDS			hypothetical protein
17	16	7	2	4	5	PA3504	CDS			aldehyde dehydrogenase
12	6	2	4	1	4	PA3505	CDS		1.4.1.21	L-aspartate dehydrogenase
23	13	4	0	1	1	PA3506	CDS			hypothetical protein
8	10	3	2	2	2	PA3507	CDS			short-chain dehydrogenase
14	14	5	2	4	1	PA3508	CDS			transcriptional regulator
12	3	0	0	1	0	PA3509	CDS			hydrolase
11	3	1	0	1	1	PA3510	CDS			hypothetical protein
9	1	2	1	0	1	PA3511	CDS			short-chain dehydrogenase
19	9	8	1	0	4	PA3512	CDS			ABC transporter permease
26	10	4	2	2	1	PA3513	CDS			hypothetical protein
20	9	0	6	4	6	PA3514	CDS			ABC transporter ATP-binding protein
1061	617	501	944	768	974	PA3515	CDS			hypothetical protein
460	276	130	300	249	323	PA3516	CDS		4.3.2.2	adenylosuccinate lyase
333	207	139	217	231	265	PA3517	CDS		4.3.2.2	adenylosuccinate lyase
91	43	32	43	39	55	PA3518	CDS			hypothetical protein
116	81	73	115	94	125	PA3519	CDS			hypothetical protein
171	48	119	213	175	192	PA3520	CDS			hypothetical protein
192	95	46	97	87	107	PA3521	CDS			hypothetical protein
630	359	248	457	370	456	PA3522	CDS			resistance-nodulation-cell division (RND) efflux transporter
305	156	84	122	137	162	PA3523	CDS			resistance-nodulation-cell division (RND) efflux membrane fusion protein
20455	7893	15448	7016	7032	7501	PA3524	CDS	gloA1		lactoylglutathione lyase
15716	8705	5142	2595	3164	4234	PA3525	CDS	argG	6.3.4.5	argininosuccinate synthase
9429	4782	3284	1801	2046	1918	PA3526	CDS			hypothetical protein
5115	2997	994	445	570	747	PA3527	CDS	pyrC	3.5.2.3	dihydroorotase
6104	3419	2428	1127	1274	1614	PA3528	CDS	rnt	3.1.13.-	ribonuclease T
20644	11328	7239	15920	14385	14114	PA3529	CDS			peroxidase
913	399	361	778	684	1528	PA3530	CDS			hypothetical protein
206778	88452	97467	50680	49371	87786	PA3531	CDS	bfrB		bacterioferritin
7466	3183	2428	1213	1513	1970	PA3532	CDS			hypothetical protein
40938	13461	25460	19111	18059	22308	PA3533	CDS			hypothetical protein
758	416	228	357	338	356	PA3534	CDS			oxidoreductase
616	349	158	435	360	443	PA3535	CDS			serine protease
2655	1315	920	1117	1014	1359	PA3536	CDS			hypothetical protein
2277	1297	981	441	471	734	PA3537	CDS	argF	2.1.3.3	ornithine carbamoyltransferase
3569	1870	1321	889	863	1225	PA3538	CDS			ABC transporter ATP-binding protein
1286	709	450	221	234	465	PA3539	CDS			hypothetical protein
491	241	231	284	288	344	PA3540	CDS	algD		GDP-mannose 6-dehydrogenase AlgD
537	277	178	454	354	433	PA3541	CDS	alg8		glycosyltransferase alg8
199	107	73	92	97	121	PA3542	CDS	alg44		alginate biosynthesis protein Alg44
173	103	51	110	109	140	PA3543	CDS	algK		alginate biosynthesis protein AlgK
298	143	49	139	107	141	PA3544	CDS	algE		alginate production protein AlgE
1678	848	673	1459	1169	1197	PA3545	CDS	algG		alginate-c5-mannuronan-epimerase AlgG
179	90	82	106	78	144	PA3546	CDS	algX		alginate biosynthesis protein AlgX
173	121	56	101	86	98	PA3547	CDS	algL	4.2.2.3	alginate lyase
439	183	237	229	231	230	PA3548	CDS	algI		alginate o-acetylase AlgI
118	73	39	57	49	63	PA3549	CDS	algJ		alginate o-acetylase AlgJ
182	83	36	52	61	70	PA3550	CDS	algF		alginate o-acetyltransferase AlgF
906	423	214	371	296	361	PA3551	CDS	algA		bifunctional mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase
923	509	305	268	214	788	PA3552	CDS	arnB		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
671	363	189	205	180	546	PA3553	CDS	arnC		undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
2144	1040	693	745	583	1640	PA3554	CDS	arnA		bifunctional UDP-glucuronic acid decarboxylase/UDP-4-amino-4-deoxy-L-arabinose formyltransferase
514	302	123	203	190	484	PA3555	CDS	arnD		4-deoxy-4-formamido-L-arabinose- phosphoundecaprenol deformylase ArnD
791	418	250	262	258	566	PA3556	CDS	arnT		4-amino-4-deoxy-L-arabinose lipid A transferase
147	81	50	66	47	110	PA3557	CDS	arnE		4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
128	67	37	42	57	131	PA3558	CDS	arnF		4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
1547	815	453	516	450	1223	PA3559	CDS			nucleotide sugar dehydrogenase
1997	1109	347	386	311	347	PA3560	CDS	fruA		PTS system fructose-specific transporter subunit IIBC
1290	668	182	156	145	159	PA3561	CDS	fruK		1-phosphofructokinase
3371	1991	789	515	524	622	PA3562	CDS	fruI		PTS system fructose-specific transporter subunit FruI
3255	1837	909	656	720	792	PA3563	CDS	fruR		FruR family transcriptional regulator
1356	701	324	330	421	431	PA3564	CDS			hypothetical protein
633	325	180	335	312	338	PA3565	CDS			transcriptional regulator
281	175	92	80	69	75	PA3566	CDS			hypothetical protein
2120	1094	489	994	812	893	PA3567	CDS			oxidoreductase
1588	1071	590	2834	1933	2261	PA3568	CDS			propionyl-CoA synthetase
1306	789	399	3974	2492	2924	PA3569	CDS	mmsB		3-hydroxyisobutyrate dehydrogenase
5129.16	3033.59	2407	7928	6514.4	6280.17	PA3570	CDS	mmsA		methylmalonate-semialdehyde dehydrogenase
457	220	172	265	238	271	PA3571	CDS	mmsR		transcriptional regulator MmsR
1552	614	984	1700	1160	1279	PA3572	CDS			hypothetical protein
2731	1461	731	1641	1278	1620	PA3573	CDS			major facilitator superfamily transporter
1289	765	597	765	611	700	PA3574	CDS	nalD		transcriptional regulator
