CTRL1	CTRL2	CIP1	CIP2	id	type	name	??	description
10	23	18	9	b2458	CDS	eutD	2.3.1.8	phosphate acetyltransferase EutD
4	11	12	5	b2459	CDS	eutT		putative ethanolamine utilization cobalamin adenosyltransferase
2	7	12	9	b2460	CDS	eutQ		putative ethanolamine utilization acetate kinase EutQ
6	5	9	3	b2461	CDS	eutP		putative ethanolamine utilization acetate kinase EutP
5	24	5	6	b2462	CDS	eutS		putative ethanolamine catabolic microcompartment shell protein EutS
2169	5947	3950	3633	b2463	CDS	maeB	1.1.1.40	NADP(+)-dependent malate dehydrogenase
3963	8042	7656	6955	b2464	CDS	talA	2.2.1.2	transaldolase A
7163	14231	17857	16060	b2465	CDS	tktB	2.2.1.1	transketolase 2
311	485	464	425	b2466	CDS	ypfG		DUF1176 domain-containing protein YpfG
270	566	357	369	b2467	CDS	nudK		GDP-mannose hydrolase
65	145	56	62	b2468	CDS	aegA		putative oxidoreductase AegA
242	498	186	146	b2469	CDS	narQ	2.7.13.3	sensory histidine kinase NarQ
248	454	257	242	b2470	CDS	acrD		multidrug efflux pump RND permease AcrD
0	0	0	1	b4606	CDS	ypfM		uncharacterized protein YpfM
187	436	157	145	b2471	CDS	yffB		putative reductase YffB
578	1438	763	614	b2472	CDS	dapE	3.5.1.18	succinyl-diaminopimelate desuccinylase
104	345	179	189	b4547	CDS	ypfN		UPF0370 protein YpfN
304	740	517	481	b2473	CDS	ypfH		esterase YpfH
545	1261	1116	877	b2474	CDS	tmcA	2.3.1.193	tRNA(Met) cytidine acetyltransferase
828	1645	1295	1088	b2475	CDS	ypfJ		uncharacterized protein YpfJ
2055	4919	2845	2112	b2476	CDS	purC	6.3.2.6	phosphoribosylaminoimidazole-succinocarboxamide synthase
2176	5993	4325	3584	b2477	CDS	bamC		outer membrane protein assembly factor BamC
3299	8376	4973	4157	b2478	CDS	dapA	4.3.3.7	4-hydroxy-tetrahydrodipicolinate synthase
714	1951	1046	790	b2479	CDS	gcvR		putative transcriptional regulator GcvR
1439	3772	1927	1613	b2480	CDS	bcp	1.11.1.24	thiol peroxidase
11	12	13	10	b2481	CDS	hyfA		hydrogenase 4 component A
24	55	22	24	b2482	CDS	hyfB		hydrogenase 4 component B
1	7	6	9	b2483	CDS	hyfC		hydrogenase 4 component C
11	16	14	7	b2484	CDS	hyfD		hydrogenase 4 component D
6	8	1	7	b2485	CDS	hyfE		hydrogenase 4 component E
33	84	42	43	b2486	CDS	hyfF		hydrogenase 4 component F
51	84	78	64	b2487	CDS	hyfG		hydrogenase 4 catalytic subunit HyfG
6	17	11	13	b2488	CDS	hyfH		hydrogenase 4 component H
13	24	30	22	b2489	CDS	hyfI		hydrogenase 4 catalytic subunit HyfI
7	8	6	12	b2490	CDS	hyfJ		putative hydrogenase 4 assembly protein
55	102	79	53	b2491	CDS	hyfR		DNA-binding transcriptional activator HyfR
32	116	63	60	b2492	CDS	focB		formate channel FocB
176	395	261	242	b2493	CDS	yfgO		putative transporter YfgO
694	1568	804	715	b2494	CDS	bepA	3.4.21.107	beta-barrel assembly-enhancing protease
487	1381	859	782	b2495	CDS	yfgD		putative oxidoreductase YfgD
372	726	352	308	b2496	CDS	hda		inibitor of reinitiation of DNA replication
774	1735	594	353	b2497	CDS	uraA		uracil:H(+) symporter UraA
841	2027	471	315	b2498	CDS	upp	2.4.2.9	uracil phosphoribosyltransferase
2095	5257	3137	2060	b2499	CDS	purM	6.3.3.1	phosphoribosylformylglycinamide cyclo-ligase
972	2118	1841	1216	b2500	CDS	purN	2.1.2.2	phosphoribosylglycinamide formyltransferase 1
1583	3001	2494	2245	b2501	CDS	ppk	2.7.4.1	polyphosphate kinase
853	1932	1308	1125	b2502	CDS	ppx	3.6.1.11	exopolyphosphatase
83	160	72	48	b2503	CDS	pdeF	3.1.4.52	cyclic di-GMP phosphodiesterase PdeF
742	1087	350	307	b2504	CDS	yfgG		nickel/cobalt stress response protein YfgG
22	47	17	12	b2505	CDS	yfgH		lipoprotein YfgH
44	59	39	44	b2506	CDS	yfgI		nalidixic acid resistance protein YfgI
3208	7997	5801	4556	b2507	CDS	guaA	6.3.5.2	GMP synthetase
2771	6882	3685	2266	b2508	CDS	guaB	1.1.1.205	inosine 5'-monophosphate dehydrogenase
1323	2605	1286	1304	b2509	CDS	xseA	3.1.11.6	exodeoxyribonuclease VII subunit XseA
118	203	199	172	b2510	CDS	yfgJ		zinc ribbon domain-containing protein YfgJ
2134	4772	5266	4426	b2511	CDS	der	3.6.5.3	50S ribosomal subunit stability factor
2755	5949	4935	4583	b2512	CDS	bamB		outer membrane protein assembly factor BamB
832	1962	1873	1637	b2513	CDS	yfgM		ancillary SecYEG translocon subunit
2698	6754	5204	4564	b2514	CDS	hisS	6.1.1.21	histidine--tRNA ligase
2012	4991	4124	3688	b2515	CDS	ispG	1.17.7.3	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)
1681	3151	2882	2597	b2516	CDS	rodZ		cytoskeleton protein RodZ
1140	2760	2125	1653	b2517	CDS	rlmN	2.1.1.192	23S rRNA m(2)A2503 methyltransferase/tRNA m(2)A37 methyltransferase
549	1122	515	370	b2518	CDS	ndk	2.7.4.6	nucleoside diphosphate kinase
184	405	268	223	b2519	CDS	pbpC	2.4.1.129	peptidoglycan glycosyltransferase PbpC
1947	4729	2228	1901	b2520	CDS	yfhM		alpha2-macroglobulin
352	787	392	351	b2521	CDS	sseA	2.8.1.1	3-mercaptopyruvate sulfurtransferase
349	621	423	354	b2522	CDS	sseB		protein SseB
712	1331	1188	1032	b2523	CDS	pepB	3.4.11.23	aminopeptidase B
123	346	282	202	b2524	CDS	iscX		accessory iron-sulfur cluster assembly protein IscX
229	583	494	397	b2525	CDS	fdx		reduced ferredoxin
1134	2724	2116	1737	b2526	CDS	hscA		iron-sulfur cluster biosynthesis chaperone HscA
301	649	530	482	b2527	CDS	hscB		[Fe-S] cluster biosynthesis co-chaperone HscB
316	463	434	257	b2528	CDS	iscA		iron-sulfur cluster insertion protein IscA
730	2050	1538	1288	b2529	CDS	iscU		scaffold protein for iron-sulfur cluster assembly
2424	5575	4403	3607	b2530	CDS	iscS	2.8.1.7	cysteine desulfurase IscS
947	1858	1549	1392	b2531	CDS	iscR		DNA-binding transcriptional dual regulator IscR
771	1737	1176	1048	b2532	CDS	trmJ	2.1.1.200	tRNA Cm32/Um32 methyltransferase
608	1173	1084	731	b2533	CDS	suhB	3.1.3.19	inositol-phosphate phosphatase
34	107	74	44	b2534	CDS	yfhR		putative peptidase
150	299	244	222	b2535	CDS	csiE		stationary phase inducible protein CsiE
114	221	161	140	b2536	CDS	hcaT		putative 3-phenylpropionate transporter
119	375	135	104	b2537	CDS	hcaR		DNA-binding transcriptional dual regulator HcaR
0	0	0	0	b4706	CDS	iroK		protein IroK
96	233	96	95	b2538	CDS	hcaE	1.14.12.19	putative 3-phenylpropionate/cinnamate dioxygenase subunit alpha
36	68	56	37	b2539	CDS	hcaF	1.14.12.19	putative 3-phenylpropionate/cinnamate dioxygenase subunit beta
14	18	14	15	b2540	CDS	hcaC	1.14.12.19	putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin subunit
29	84	79	48	b2541	CDS	hcaB	1.3.1.87	2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase
65	116	81	84	b2542	CDS	hcaD	1.14.12.19	putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin reductase subunit
322	588	314	265	b2543	CDS	yphA		putative inner membrane protein
49	100	83	39	b2544	CDS	yphB		putative aldose 1-epimerase YphB
37	123	64	48	b2545	CDS	yphC		putative zinc-binding dehydrogenase YphC
14	18	10	14	b2546	CDS	yphD		putative ABC transporter membrane subunit YphD
15	54	21	19	b2547	CDS	yphE		putative ABC transporter ATP-binding protein YphE
16	22	6	5	b2548	CDS	yphF		putative ABC transporter periplasmic binding protein YphF
42	52	42	35	b2549	CDS	yphG		DUF5107 domain-containing protein YphG
112	352	152	116	b2550	CDS	yphH		putative DNA-binding transcriptional regulator, NAGC-like
7788	19986	13848	9644	b2551	CDS	glyA	2.1.2.1	serine hydroxymethyltransferase
81	230	105	90	b2552	CDS	hmp	1.14.12.17	nitric oxide dioxygenase
606	1340	578	564	b2553	CDS	glnB		nitrogen regulatory protein PII-1
226	595	404	379	b2554	CDS	glrR		DNA-binding transcriptional activator GlrR
185	379	292	238	b2555	CDS	qseG		outer membrane lipoprotein QseG
254	405	289	233	b2556	CDS	glrK	2.7.13.3	histidine kinase GlrK
4706	9878	8421	5990	b2557	CDS	purL	6.3.5.3	phosphoribosylformylglycinamide synthetase
100	275	134	103	b2558	CDS	mltF		membrane-bound lytic murein transglycosylase F
160	381	197	203	b2559	CDS	tadA		tRNA adenosine(34) deaminase
375	847	473	387	b2560	CDS	pgpC	3.1.3.27	phosphatidylglycerophosphatase C
96	180	42	35	b2561	CDS	yfhH		putative DNA-binding transcriptional regulator YfhH
150	267	63	53	b2562	CDS	yfhL		putative 4Fe-4S cluster-containing protein YfhL
64	62	12	16	b4687	CDS	shoB		toxic peptide ShoB
79	178	95	99	b2563	CDS	acpS	2.7.8.7	holo-[acyl-carrier-protein] synthase
361	936	451	331	b2564	CDS	pdxJ	2.6.99.2	pyridoxine 5'-phosphate synthase
217	552	389	297	b2565	CDS	recO		DNA repair protein RecO
1082	3144	2247	1896	b2566	CDS	era	3.6.5.3	30S ribosomal subunit maturation GTPase Era
1163	2718	1456	1351	b2567	CDS	rnc	3.1.26.3	RNase III
1659	3641	2809	2445	b2568	CDS	lepB	3.4.21.89	signal peptidase I
2525	6261	4997	4051	b2569	CDS	lepA	3.6.5.3	30S ribosomal subunit biogenesis factor LepA
425	884	781	647	b2570	CDS	rseC		protein RseC
1814	3976	2893	2385	b2571	CDS	rseB		anti-sigma factor stabilizing protein RseB
2971	6955	4547	4677	b2572	CDS	rseA		anti-sigma-E factor RseA
2718	6287	3503	3825	b2573	CDS	rpoE		RNA polymerase sigma E factor
171	215	108	97	b4725	CDS	rseD		rpoE leader peptide
1976	4060	1199	1124	b2574	CDS	nadB	1.4.3.16	L-aspartate oxidase
114	215	136	91	b2575	CDS	yfiC	2.1.1.223	tRNA m(6)A37 methyltransferase
682	1641	1636	1274	b2576	CDS	srmB		ATP-dependent RNA helicase SrmB
155	345	104	96	b2577	CDS	yfiE		putative LysR-type DNA-binding transcriptional regulator YfiE
111	196	99	119	b2578	CDS	eamB		cysteine/O-acetylserine exporter EamB
5912	13343	5535	5304	b2579	CDS	grcA		stress-induced alternate pyruvate formate-lyase subunit
217	511	258	220	b2580	CDS	ung	3.2.2.27	uracil-DNA glycosylase
707	1922	1510	1322	b2581	CDS	yfiF		putative methyltransferase YfiF
224	486	231	157	b2582	CDS	trxC		reduced thioredoxin 2
66	162	95	94	b2583	CDS	tapT	2.5.1.25	tRNA 3-amino-3-carboxypropyltransferase
565	1212	741	543	b2584	CDS	patZ		peptidyl-lysine N-acetyltransferase
4	23	6	2	b4782	CDS	pssL		protein PssL
1942	4851	2500	1913	b2585	CDS	pssA	2.7.8.8	phosphatidylserine synthase
376	854	812	576	b2586	CDS	yfiM		protein YfiM
8755	18288	14859	12569	b2587	CDS	kgtP		alpha-ketoglutarate:H(+) symporter
38	54	19	17	b4783	CDS	yfiS		protein YfiS
2389.8	4886.61	2460.26	1839.71	b2588	rRNA	rrfG		5S ribosomal RNA
6821.95	5811.62	5915.47	2215.75	b2589	rRNA	rrlG		23S ribosomal RNA
422.25	545	195.5	124.75	b2590	tRNA	gltW		tRNA-Glu
1986.06	1926.65	1594.48	729.178	b2591	rRNA	rrsG		16S ribosomal RNA
1483	3315	2056	1883	b2592	CDS	clpB		chaperone protein ClpB
0	0	0	1.8072e-08	b2592	CDS	clpB		ClpB80
494	1215	1328	1086	b2593	CDS	pgeF	1.10.3.2	polyphenol oxidase YfiH
1215	2978	2225	1849	b2594	CDS	rluD	5.4.99.23	23S rRNA pseudouridine(1911/1915/1917) synthase
3100	7933	3997	3588	b2595	CDS	bamD		outer membrane protein assembly factor BamD
5742	12206	3305	4685	b2597	CDS	raiA		ribosome-associated inhibitor A
57	167	67	65	b2598	CDS	pheL		phe operon leader peptide
1471	3878	2476	2165	b2599	CDS	pheA	4.2.1.51	fused chorismate mutase/prephenate dehydratase
1454	3638	1332	1089	b2600	CDS	tyrA	1.3.1.12	fused chorismate mutase/prephenate dehydrogenase
2274	5701	1870	1388	b2601	CDS	aroF	2.5.1.54	3-deoxy-7-phosphoheptulonate synthase, Tyr-sensitive
163	321	141	122	b2602	CDS	yfiL		DUF2799 domain-containing lipoprotein YfiL
264	444	159	141	b2603	CDS	yfiR		DUF4154 domain-containing protein YfiR
177	417	210	201	b2604	CDS	dgcN	2.7.7.65	diguanylate cyclase DgcN
201	562	336	294	b2605	CDS	yfiB		lipoprotein YfiB
3294	8149	5524	4518	b2606	CDS	rplS		50S ribosomal subunit protein L19
11102	34692	21076	18616	b2607	CDS	trmD	2.1.1.228	tRNA m(1)G37 methyltransferase
11503	24432	14082	12146	b2608	CDS	rimM		ribosome maturation factor RimM
4167	10620	6522	5674	b2609	CDS	rpsP		30S ribosomal subunit protein S16
2115	4672	4051	3804	b2610	CDS	ffh		signal recognition particle protein component
245	538	310	297	b2611	CDS	ypjD		cytochrome c assembly family protein
383	964	682	524	b4461	CDS	yfjD		UPF0053 family inner membrane protein YfjD
1056	2064	1159	1100	b2614	CDS	grpE		nucleotide exchange factor GrpE
383	874	544	483	b2615	CDS	nadK	2.7.1.23	NAD kinase
263	754	4979	4310	b2616	CDS	recN		DNA repair protein RecN
908	1601	1531	1304	b2617	CDS	bamE		outer membrane protein assembly factor BamE
84	209	132	103	b2618	CDS	yfjF		putative component of the Rsx system
359	674	395	354	b2619	CDS	ratA		ribosome association toxin RatA
956	2009	1753	1570	b2620	CDS	smpB		SsrA-binding protein
320	731	433	417	b2622	CDS	intA		CP4-57 prophage; integrase IntA
275	461	112	109	b2623	CDS	yfjH		CP4-57 prophage; uncharacterized protein YfjH
4	3	10	4	b2624	CDS	alpA		CP4-57 prophage; DNA-binding transcriptional activator AlpA
28.3583	35.5029	18.2108	15.1558	b2625	CDS	yfjI		CP4-57 prophage; protein YfjI
18	22	7	7	b2626	CDS	yfjJ		CP4-57 prophage; protein YfjJ
502	1167	672	506	b2627	CDS	abpB		CP4-57 prophage; putative helicase YfjK
461	1161	439	381	b2628	CDS	abpA		CP4-57 prophage; anti-bacteriophage protein
20	33	17	12	b2629	CDS	yfjM		CP4-57 prophage; protein YfjM
1437	2264	1010	990	b2630	CDS	rnlA		CP4-57 prophage; RNase LS, toxin of the RnlAB toxin-antitoxin system
705	1051	745	705	b2631	CDS	rnlB		CP4-57 prophage; antitoxin RnlB
20	59	29	34	b2632	CDS	yfjP		CP4-57 prophage; putative GTP-binding protein YfjP
17	32	31	25	b2633	CDS	yfjQ		CP4-57 prophage; DUF932 domain-containing protein YfjQ
11	13	13	18	b2634	CDS	yfjR		CP4-57 prophage; putative DNA-binding transcriptional regulator YfjR
6	1	4	8	b2635	CDS	ypjK		CP4-57 prophage; uncharacterized protein YpjK
11	35	12	10	b2636	CDS	yfjS		CP4-57 prophage; inner membrane lipoprotein YfjS
74	158	90	63	b2637	CDS	yfjT		CP4-57 prophage; uncharacterized protein YfjT
152	252	102	92	b2638	CDS	yfjU		CP4-57 prophage; putative arsenate reductase-like protein YfjU
620	1027	173	217	b2642	CDS	yfjW		CP4-57 prophage; uncharacterized protein YfjW
11	4	3	4	b2643	CDS	yfjX		CP4-57 prophage; putative antirestriction protein YfjX
4	8.2312	6	3	b2644	CDS	yfjY		CP4-57 prophage; RadC-like JAB domain-containing protein YfjY
0	2	2	0	b4548	CDS	ypjJ		CP4-57 prophage; DUF987 domain-containing protein YpjJ
6	17	4	6	b2645	CDS	yfjZ		CP4-57 prophage; putative antitoxin of the YpjF-YfjZ toxin-antitoxin system
11	22	15	24	b2646	CDS	ypjF		CP4-57 prophage; toxin of the YpjF-YfjZ toxin-antitoxin system
525	875	332	267	b2647	CDS	ypjA		adhesin-like autotransporter YpjA
30	25	8	7	b2649	CDS	ypjB		DUF5508 domain-containing protein YpjB
4	6	1	0	b2650	CDS	ypjC		DUF5507 domain-containing protein YpjC
0	0	0	0	b2652	tRNA	ileY		tRNA-Ile
141	334	370	256	b2659	CDS	glaH	1.14.11.64	glutarate hydroxylase GlaH
222	425	609	544	b2660	CDS	lhgD	1.1.5.13	L-2-hydroxyglutarate dehydrogenase
729	1417	2238	1933	b2661	CDS	gabD	1.2.1.79	succinate-semialdehyde dehydrogenase (NADP(+)) GabD
1008	1876	2709	2291	b2662	CDS	gabT	2.6.1.11	4-aminobutyrate aminotransferase GabT
339	537	657	583	b2663	CDS	gabP		4-aminobutanoate:H(+) symporter
273	621	361	343	b2664	CDS	glaR		DNA-binding transcriptional repressor GlaR
1824	2948	1631	1527	b2665	CDS	kbp		K(+) binding protein
592	962	338	360	b2666	CDS	yqaE		Pmp3 family protein YqaE
56	118	62	50	b2667	CDS	ygaV		putative DNA-binding transcriptional regulator YgaV
108	269	160	142	b2668	CDS	ygaP	2.8.1.1	thiosulfate sulfurtransferase YgaP
227	443	87	43	b2669	CDS	stpA		DNA-binding transcriptional repressor StpA with RNA chaperone activity
158	210	80	193	b2670	CDS	alaE		L-alanine exporter
166	249	84	66	b2671	CDS	ygaC		DUF2002 domain-containing protein YgaC
1902	2208	1002	919	b2672	CDS	ygaM		DUF883 domain-containing protein YgaM
67	125	74	58	b2673	CDS	nrdH		glutaredoxin-like protein NrdH
87	171	100	99	b2674	CDS	nrdI		dimanganese-tyrosyl radical cofactor maintenance flavodoxin NrdI
663	1555	1211	1022	b2675	CDS	nrdE	1.17.4.1	ribonucleoside-diphosphate reductase 2 subunit alpha
367	822	561	501	b2676	CDS	nrdF	1.17.4.1	ribonucleoside-diphosphate reductase 2 subunit beta
3707	8347	1786	1699	b2677	CDS	proV	7.6.2.9	glycine betaine ABC transporter ATP binding subunit ProV
988	2568	775	697	b2678	CDS	proW	7.6.2.9	glycine betaine ABC transporter membrane subunit ProW
1424	3595	946	829	b2679	CDS	proX	7.6.2.9	glycine betaine ABC transporter periplasmic binding protein ProX
587	1224	508	386	b2682	CDS	ygaZ		L-valine exporter, YgaZ component
160	419	265	194	b2683	CDS	ygaH		L-valine exporter, YgaH component
706	2021	899	803	b2684	CDS	mprA		DNA-binding transcriptional repressor MprA
260	749	395	332	b2685	CDS	emrA		multidrug efflux pump membrane fusion protein EmrA
314	497	440	446	b2686	CDS	emrB		multidrug efflux pump membrane subunit EmrB
3547	8274	4889	4697	b2687	CDS	luxS	4.4.1.21	S-ribosylhomocysteine lyase
2608	5607	4075	3544	b2688	CDS	gshA	6.3.2.2	glutamate--cysteine ligase
232	531	345	290	b2689	CDS	yqaA		DedA family protein YqaA
177	367	229	192	b2690	CDS	yqaB		fructose-1-phosphate phosphatase YqaB
163.25	213.25	90	113.75	b2691	tRNA	argQ		tRNA-Arg
163.25	213.25	90	113.75	b2692	tRNA	argZ		tRNA-Arg
163.25	213.25	90	113.75	b2693	tRNA	argY		tRNA-Arg
163.25	213.25	90	113.75	b2694	tRNA	argV		tRNA-Arg
384	724	275	343	b2695	tRNA	serV		tRNA-Ser
8017	13734	5186	5213	b2696	CDS	csrA		carbon storage regulator
6770	17150	10553	8427	b2697	CDS	alaS	6.1.1.7	alanine--tRNA ligase/DNA-binding transcriptional repressor
57	52	453	501	b2698	CDS	recX		RecA inhibitor RecX
2370	6278	25849	24392	b2699	CDS	recA		DNA recombination/repair protein RecA
179	370	333	242	b2700	CDS	pncC	3.5.1.42	NMN aminohydrolase
384	781	837	665	b2701	CDS	mltB		membrane-bound lytic murein transglycosylase B
12	18	2	6	b2702	CDS	srlA	2.7.1.197	sorbitol-specific PTS enzyme IIC2 component
16	18	13	10	b2703	CDS	srlE	2.7.1.197	sorbitol-specific PTS enzyme IIBC1 component
5	13	7	11	b2704	CDS	srlB	2.7.1.197	sorbitol-specific PTS enzyme IIA component
39	97	44	35	b2705	CDS	srlD	1.1.1.140	sorbitol-6-phosphate 2-dehydrogenase
14	39	28	16	b2706	CDS	gutM		DNA-binding transcriptional activator GutM
132	410	184	183	b2707	CDS	srlR		DNA-binding transcriptional repressor SrlR
101	281	207	161	b2708	CDS	gutQ	5.3.1.13	D-arabinose 5-phosphate isomerase GutQ
123	245	94	61	b2709	CDS	norR		DNA-binding transcriptional dual regulator NorR
78	193	144	120	b2710	CDS	norV		anaerobic nitric oxide reductase flavorubredoxin
31	91	54	60	b2711	CDS	norW		NADH:flavorubredoxin reductase
101	205	147	119	b2712	CDS	hypF		carbamoyl--[HypE] ligase
49	85	42	50	b2713	CDS	hydN		putative electron transport protein HydN
167	293	156	120	b2714	CDS	ascG		DNA-binding transcriptional repressor AscG
74	127	84	56	b2715	CDS	ascF	2.7.1.199	beta-glucoside specific PTS enzyme IIBC component
120	258	156	161	b2716	CDS	ascB	3.2.1.86	6-phospho-beta-glucosidase AscB
63	160	80	91	b2717	CDS	hycI	3.4.23.51	hydrogenase 3 maturation protease
13	4	21	19	b2718	CDS	hycH		formate hydrogenlyase assembly protein
9	11	22	9	b2719	CDS	hycG		formate hydrogenlyase subunit HycG
8	4	14	13	b2720	CDS	hycF		formate hydrogenlyase subunit HycF
25	58	53	32	b2721	CDS	hycE		formate hydrogenlyase subunit HycE
4	2	10	4	b2722	CDS	hycD		formate hydrogenlyase subunit HycD
11	22	17	12	b2723	CDS	hycC		formate hydrogenlyase subunit HycC
7	11	6	3	b2724	CDS	hycB		formate hydrogenlyase subunit HycB
31	42	12	19	b2725	CDS	hycA		regulator of the transcriptional regulator FhlA
5	7	9	8	b2726	CDS	hypA		hydrogenase 3 nickel incorporation protein HypA
34	62	72	68	b2727	CDS	hypB		hydrogenase isoenzymes nickel incorporation protein HypB
2	4	14	8	b2728	CDS	hypC		hydrogenase 3 maturation protein HypC
113	194	181	183	b2729	CDS	hypD		Fe-(CN)2CO cofactor assembly scaffold protein HypD
124	264	211	166	b2730	CDS	hypE		hydrogenase maturation protein, carbamoyl dehydratase
295	574	449	380	b2731	CDS	fhlA		DNA-binding transcriptional activator FhlA
13	35	24	20	b2732	CDS	ygbA		protein YgbA
342	773	709	529	b2733	CDS	mutS		DNA mismatch repair protein MutS
14	19	13	10	b2734	CDS	pphB	3.1.3.16	phosphoprotein phosphatase 2
104	174	83	88	b2735	CDS	ygbI		putative DeoR-type DNA-binding transcriptional regulator YgbI
23	48	31	31	b2736	CDS	ygbJ		putative L-threonate dehydrogenase
39	92	78	53	b2737	CDS	ygbK		putative 3-oxo-tetronate kinase YgbK
16	29	32	22	b2738	CDS	ygbL		putative 3-oxo-tetronate 4-phosphate decarboxylase YgbL
25	47	37	35	b2739	CDS	ygbM		putative 2-oxo-tetronate isomerase YgbM
61	111	50	58	b2740	CDS	ygbN		putative transporter YgbN
9658	23059	12669	12042	b2741	CDS	rpoS		RNA polymerase, sigma S (sigma 38) factor
8156	14655	8856	8551	b2742	CDS	nlpD		murein hydrolase activator NlpD
440	686	588	545	b2743	CDS	pcm	2.1.1.77	L-isoaspartate protein carboxylmethyltransferase type II
370	981	777	635	b2744	CDS	umpG	3.1.3.5	broad specificity 5'(3')-nucleotidase and polyphosphatase
565	1228	1045	918	b2745	CDS	truD	5.4.99.27	tRNA pseudouridine(13) synthase
193	417	414	352	b2746	CDS	ispF	4.6.1.12	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
298	734	612	511	b2747	CDS	ispD	2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
293	543	291	280	b2748	CDS	ftsB		cell division protein FtsB
347	840	501	393	b2749	CDS	ygbE		DUF3561 domain-containing inner membrane protein YgbE
938	1978	1310	1055	b2750	CDS	cysC	2.7.1.25	adenylyl-sulfate kinase
3421	6514	4467	3256	b2751	CDS	cysN	2.7.7.4	sulfate adenylyltransferase subunit 1
2176	4887	2539	1677	b2752	CDS	cysD	2.7.7.4	sulfate adenylyltransferase subunit 2
231	547	156	129	b2753	CDS	iap		alkaline phosphatase isozyme conversion protein
61	83	40	25	b2754	CDS	cas2		CRISPR-associated endoribonuclease Cas2
53	133	65	46	b2755	CDS	cas1		multifunctional nuclease Cas1
51	143	41	27	b2756	CDS	casE		pre-CRISPR RNA endonuclease
42	89	26	26	b2757	CDS	casD		type I-E CRISPR system Cascade subunit CasD
76	160	51	53	b2758	CDS	casC		type I-E CRISPR system Cascade subunit CasC
14	46	8	10	b2759	CDS	casB		type I-E CRISPR system Cascade subunit CasB
50	77	42	50	b2760	CDS	casA		type I-E CRISPR system Cascade subunit CasA
124	234	88	86	b2761	CDS	cas3		CRISPR-associated endonuclease/helicase Cas3
2387	5221	2645	2055	b2762	CDS	cysH	1.8.4.8	phosphoadenosine phosphosulfate reductase
4162	9424	5721	4330	b2763	CDS	cysI	1.8.1.2	sulfite reductase, hemoprotein subunit
3507	7959	4613	3000	b2764	CDS	cysJ	1.5.1.30	sulfite reductase, flavoprotein subunit
118	221	111	88	b2765	CDS	queD	4.1.2.50	6-carboxy-5,6,7,8-tetrahydropterin synthase
38	103	48	37	b2766	CDS	ygcN		putative oxidoreductase with FAD/NAD(P)-binding domain
2	12	6	4	b2767	CDS	ygcO		putative 4Fe-4S cluster-containing protein
10	28	11	7	b2768	CDS	ygcP		putative anti-terminator regulatory protein
13	66	31	25	b2769	CDS	ygcQ		putative flavoprotein
11	24	19	15	b2770	CDS	ygcR		putative flavoprotein
7	27	15	11	b2771	CDS	ygcS		putative transporter YgcS
33	70	19	23	b4463	CDS	ygcU		putative FAD-containing dehydrogenase
1	0	3	0	b2774	CDS	ygcW		putative deoxygluconate dehydrogenase
17	28	17	10	b2775	CDS	yqcE		putative transport protein YqcE
34	54	35	41	b2776	CDS	ygcE		putative sugar kinase YgcE
699	1331	933	878	b2777	CDS	queE	4.3.99.3	putative 7-carboxy-7-deazaguanine synthase QueE
0	0	0	0	b4682	CDS	yqcG		cell envelope stress response protein YqcG
26	16	23	23	b2778	CDS	ygcG		protein YgcG
24371	55197	45476	40610	b2779	CDS	eno	4.2.1.11	enolase
6835	16158	12613	10958	b2780	CDS	pyrG	6.3.4.2	CTP synthetase
463	993	643	640	b2781	CDS	mazG	3.6.1.9	nucleoside triphosphate pyrophosphohydrolase
183	480	329	286	b2782	CDS	mazF		endoribonuclease toxin MazF
123	224	147	134	b2783	CDS	mazE		antitoxin of the MazF-MazE toxin-antitoxin system MazE
1297	3109	2181	1865	b2784	CDS	relA	2.7.6.5	GDP/GTP pyrophosphokinase
305	644	385	376	b2785	CDS	rlmD	2.1.1.190	23S rRNA m(5)U1939 methyltransferase
514	1088	546	407	b2786	CDS	barA	2.7.13.3	sensor histidine kinase BarA
53	115	104	79	b2787	CDS	gudD	4.2.1.40	D-glucarate dehydratase
32	50	46	48	b2788	CDS	gudX		glucarate dehydratase-related protein
13	22	20	20	b2789	CDS	gudP		galactarate/D-glucarate transporter GudP
251	469	403	351	b2790	CDS	yqcA		putative flavodoxin YqcA
104	206	162	78	b2791	CDS	truC	5.4.99.26	tRNA pseudouridine(65) synthase
51	80	42	42	b2792	CDS	yqcC		DUF446 domain-containing protein YqcC
301	567	349	319	b2793	CDS	syd		SecY-interacting protein
400	1121	701	565	b2794	CDS	queF	1.7.1.13	7-cyano-7-deazaguanine reductase
1529	3153	2933	2750	b2795	CDS	ppnN	3.2.2.10	nucleotide 5'-monophosphate nucleosidase
226	483	307	226	b2796	CDS	sdaC		L-serine:H(+) symporter SdaC
115	235	156	144	b2797	CDS	sdaB	4.3.1.17	L-serine deaminase II
56	177	61	55	b2798	CDS	ygdG		flap endonuclease
