id	type	gene	version	description
PaeAG1_03830	CDS	mltD		membrane-bound lytic murein transglycosylase D
PaeAG1_03831	CDS			solute-binding protein
PaeAG1_03832	CDS			ABC transporter
PaeAG1_03833	CDS			ABC transporter permease
PaeAG1_03834	CDS			ABC transporter permease
PaeAG1_03835	CDS			ABC transporter ATP-binding protein
PaeAG1_03836	CDS	fabI		NADH-dependent enoyl-ACP reductase
PaeAG1_03837	CDS	ppiD		peptidyl-prolyl cis-trans isomerase D
PaeAG1_03838	tRNA			tRNA-Asp
PaeAG1_03839	CDS	hupB		DNA-binding protein HU
PaeAG1_03840	CDS	lon		Lon protease
PaeAG1_03841	CDS	clpX		ATP-dependent protease ATP-binding subunit ClpX
PaeAG1_03842	CDS	clpP_3	3.4.21.92	ATP-dependent Clp protease proteolytic subunit
PaeAG1_03843	CDS	tig	5.2.1.8	trigger factor
PaeAG1_03844	CDS	parR		two-component response regulator ParR
PaeAG1_03845	CDS	parS		two-component sensor ParS
PaeAG1_03846	CDS	dap	3.4.11.19	D-aminopeptidase
PaeAG1_03847	CDS			hypothetical protein
PaeAG1_03848	CDS			hypothetical protein
PaeAG1_03849	tRNA			tRNA-His
PaeAG1_03850	tRNA			tRNA-Leu
PaeAG1_03851	tRNA			tRNA-His
PaeAG1_03852	tRNA			tRNA-Arg
PaeAG1_03853	CDS	folD	1.5.1.5	bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase
PaeAG1_03854	CDS	cysS	6.1.1.16	cysteine--tRNA ligase
PaeAG1_03855	CDS	glnS	6.1.1.18	glutamine--tRNA ligase
PaeAG1_03856	CDS	ppiB		peptidyl-prolyl cis-trans isomerase B
PaeAG1_03857	CDS		3.6.1.-	UDP-2,3-diacylglucosamine hydrolase
PaeAG1_03858	CDS			hypothetical protein
PaeAG1_03859	CDS			hypothetical protein
PaeAG1_03860	CDS	uspE_1		Universal stress protein E
PaeAG1_03861	CDS			hypothetical protein
PaeAG1_03862	CDS	acnB	4.2.1.3	aconitate hydratase B
PaeAG1_03863	CDS	nrtA		Nitrate transport protein NrtA
PaeAG1_03864	CDS	pdtaR		putative transcriptional regulatory protein pdtaR
PaeAG1_03865	CDS	alyA_1	4.2.2.3	Alginate lyase
PaeAG1_03866	CDS	nasA		nitrate transporter
PaeAG1_03867	CDS			serine/threonine-protein kinase
PaeAG1_03868	CDS	nirB		assimilatory nitrite reductase large subunit
PaeAG1_03869	CDS	nirD		assimilatory nitrite reductase small subunit
PaeAG1_03870	tRNA			tRNA-Cys
PaeAG1_03871	CDS	cobA	2.1.1.107	uroporphyrin-III C-methyltransferase
PaeAG1_03872	CDS	oprF		outer membrane porin F
PaeAG1_03873	CDS	sigX		RNA polymerase sigma factor SigX
PaeAG1_03874	CDS			hypothetical protein
PaeAG1_03875	CDS			hypothetical protein
PaeAG1_03876	CDS	cmaX_2		transporter
PaeAG1_03877	CDS			ribonuclease activity regulator protein RraA
PaeAG1_03878	CDS	estX		hydrolase
PaeAG1_03879	CDS	ppsA	2.7.9.2	phosphoenolpyruvate synthase
PaeAG1_03880	CDS			phosphoenolpyruvate synthase regulatory protein
PaeAG1_03881	CDS			hypothetical protein
PaeAG1_03882	CDS			hypothetical protein
PaeAG1_03883	CDS			hypothetical protein
PaeAG1_03884	CDS			hypothetical protein
PaeAG1_03885	CDS			hypothetical protein
PaeAG1_03886	CDS			hypothetical protein
PaeAG1_03887	CDS			hypothetical protein
PaeAG1_03888	CDS			hypothetical protein
PaeAG1_03889	CDS			transcriptional regulator
PaeAG1_03890	CDS			transcriptional regulator
PaeAG1_03891	CDS	pabB		para-aminobenzoate synthase component I
PaeAG1_03892	CDS	thrH		phosphoserine phosphatase
PaeAG1_03893	CDS	cysH	1.8.4.8	phosphoadenosine phosphosulfate reductase
PaeAG1_03894	CDS			hypothetical protein
PaeAG1_03895	CDS	cysB		transcriptional regulator CysB
PaeAG1_03896	CDS			hypothetical protein
PaeAG1_03897	CDS		1.1.1.169	2-dehydropantoate 2-reductase
PaeAG1_03898	CDS			hypothetical protein
PaeAG1_03899	CDS		2.5.1.54	phospho-2-dehydro-3-deoxyheptonate aldolase
PaeAG1_03900	CDS			hypothetical protein
PaeAG1_03901	CDS		4.2.1.17	enoyl-CoA hydratase
PaeAG1_03902	CDS			hypothetical protein
PaeAG1_03903	CDS			hypothetical protein
PaeAG1_03904	CDS			hypothetical protein
PaeAG1_03905	CDS			hypothetical protein
PaeAG1_03906	CDS			hypothetical protein
PaeAG1_03907	CDS			amidotransferase
PaeAG1_03908	CDS			hypothetical protein
PaeAG1_03909	CDS			hypothetical protein
PaeAG1_03910	CDS			oxidoreductase
PaeAG1_03911	CDS			transcriptional regulator
PaeAG1_03912	CDS			3-hydroxyacyl-CoA dehydrogenase
PaeAG1_03913	CDS		2.3.1.9	acetyl-CoA acetyltransferase
PaeAG1_03914	CDS			hypothetical protein
PaeAG1_03915	CDS			hypothetical protein
PaeAG1_03916	CDS			hypothetical protein
PaeAG1_03917	CDS			hypothetical protein
PaeAG1_03918	CDS			hypothetical protein
PaeAG1_03919	CDS			hypothetical protein
PaeAG1_03920	CDS			hypothetical protein
PaeAG1_03921	CDS			hypothetical protein
PaeAG1_03922	CDS			hypothetical protein
PaeAG1_03923	CDS	mucR		signaling protein
PaeAG1_03924	CDS	bglX		beta-glucosidase
PaeAG1_03925	CDS	pscL		type III secretion system protein
PaeAG1_03926	CDS	pscK		type III export protein PscK
PaeAG1_03927	CDS	pscJ		type III export protein PscJ
PaeAG1_03928	CDS	pscI		type III export protein PscI
PaeAG1_03929	CDS	pscH		type III export protein PscH
PaeAG1_03930	CDS	pscG		type III export protein PscG
PaeAG1_03931	CDS	pscF		type III export protein PscF
PaeAG1_03932	CDS	pscE		type III export protein PscE
PaeAG1_03933	CDS	pscD		type III export protein PscD
PaeAG1_03934	CDS	pscC		type III secretion outer membrane protein PscC
PaeAG1_03935	CDS	pscB		type III export apparatus protein
PaeAG1_03936	CDS			hypothetical protein
PaeAG1_03937	CDS	exsA		exoenzyme S transcriptional regulator ExsA
PaeAG1_03938	CDS	exsB		exoenzyme S synthesis protein ExsB
PaeAG1_03939	CDS			hypothetical protein
PaeAG1_03940	CDS	exsC		exoenzyme S synthesis protein ExsC
PaeAG1_03941	CDS	popD		translocator outer membrane protein PopD
PaeAG1_03942	CDS	popB		translocator protein PopB
PaeAG1_03943	CDS	pcrH		regulatory protein PcrH
PaeAG1_03944	CDS	pcrV		type III secretion protein PcrV
PaeAG1_03945	CDS	pcrG		type III secretion regulator
PaeAG1_03946	CDS	pcrR		transcriptional regulator PcrR
PaeAG1_03947	CDS	pcrD		type III secretory apparatus protein PcrD
PaeAG1_03948	CDS	yscY		Chaperone protein YscY
PaeAG1_03949	CDS	yscX		Yop proteins translocation protein X
PaeAG1_03950	CDS	sycN		Chaperone protein SycN
PaeAG1_03951	CDS	tyeA		Protein TyeA
PaeAG1_03952	CDS	popN		type III secretion outer membrane protein PopN
PaeAG1_03953	CDS			type III secretion system ATPase
PaeAG1_03954	CDS	pscO		translocation protein in type III secretion
PaeAG1_03955	CDS	pscP		translocation protein in type III secretion
PaeAG1_03956	CDS	pscQ		type III secretion system protein
PaeAG1_03957	CDS	pscR		type III secretion system protein
PaeAG1_03958	CDS			translocation protein in type III secretion
PaeAG1_03959	CDS	pscT		translocation protein in type III secretion
PaeAG1_03960	CDS	pscU		translocation protein in type III secretion
PaeAG1_03961	CDS	mdoB_1	2.7.8.20	Phosphoglycerol transferase I
PaeAG1_03962	CDS			hypothetical protein
PaeAG1_03963	CDS	speE_2	2.5.1.16	polyamine aminopropyltransferase
PaeAG1_03964	CDS	alkA		DNA-3-methyladenine glycosidase II
PaeAG1_03965	CDS			hypothetical protein
PaeAG1_03966	CDS	masA		enolase-phosphatase
PaeAG1_03967	CDS			acireductone dioxygenase
PaeAG1_03968	CDS			methylthioribulose-1-phosphate dehydratase
PaeAG1_03969	CDS			MFS metabolite transporter
PaeAG1_03970	CDS	aroC	4.2.3.5	chorismate synthase
PaeAG1_03971	CDS			hypothetical protein
PaeAG1_03972	CDS			hypothetical protein
PaeAG1_03973	CDS			50S ribosomal protein L3 glutamine methyltransferase
PaeAG1_03974	CDS	sttH_2	3.5.2.19	Streptothricin hydrolase
PaeAG1_03975	CDS			hypothetical protein
PaeAG1_03976	CDS	smrA	3.1.-.-	putative DNA endonuclease SmrA
PaeAG1_03977	CDS	folE2	3.5.4.16	GTP cyclohydrolase I
PaeAG1_03978	CDS			bacteriohemerythrin
PaeAG1_03979	CDS			hypothetical protein
PaeAG1_03980	CDS	stk1		serine-threonine kinase Stk1
PaeAG1_03981	CDS	stp1		serine/threonine phosphoprotein phosphatase Stp1
PaeAG1_03982	CDS	icmF1_2		type VI secretion protein IcmF
PaeAG1_03983	CDS			hypothetical protein
PaeAG1_03984	CDS			hypothetical protein
PaeAG1_03985	CDS			hypothetical protein
PaeAG1_03986	CDS			hypothetical protein
PaeAG1_03987	CDS			hypothetical protein
PaeAG1_03988	CDS			transcriptional regulator
PaeAG1_03989	CDS			ClpA/B-type protease
PaeAG1_03990	CDS			hypothetical protein
PaeAG1_03991	CDS			hypothetical protein
PaeAG1_03992	CDS			hypothetical protein
PaeAG1_03993	CDS			uricase
PaeAG1_03994	CDS			hypothetical protein
PaeAG1_03995	CDS			hypothetical protein
PaeAG1_03996	CDS			glutathione S-transferase
PaeAG1_03997	CDS			aminotransferase
PaeAG1_03998	CDS			transcriptional regulator
PaeAG1_03999	CDS			hypothetical protein
PaeAG1_04000	CDS			transporter
PaeAG1_04001	CDS			transporter
PaeAG1_04002	CDS			short-chain dehydrogenase
PaeAG1_04003	CDS			oxidoreductase
PaeAG1_04004	CDS			sulfate transporter
PaeAG1_04005	CDS			chemotaxis transducer
PaeAG1_04006	CDS			hypothetical protein
PaeAG1_04007	CDS			hypothetical protein
PaeAG1_04008	CDS			aldehyde-activating protein
PaeAG1_04009	CDS			tRNA 2-selenouridine synthase
PaeAG1_04010	CDS	selD	2.7.9.3	selenide, water dikinase
PaeAG1_04011	CDS			hypothetical protein
PaeAG1_04012	CDS			putative NTE family protein
PaeAG1_04013	CDS			hypothetical protein
PaeAG1_04014	CDS		3.5.1.2	glutaminase
PaeAG1_04015	CDS	kdpE		two-component response regulator KdpE
PaeAG1_04016	CDS	kdpD		two-component sensor KdpD
PaeAG1_04017	CDS	kdpC	7.2.2.6	potassium-transporting ATPase subunit C
PaeAG1_04018	CDS	kdpB_2	7.2.2.6	potassium-transporting ATPase subunit B
PaeAG1_04019	CDS	kdpA	7.2.2.6	potassium-transporting ATPase subunit A
PaeAG1_04020	CDS	kdpF	7.2.2.6	potassium-transporting ATPase subunit F
PaeAG1_04021	CDS			acyl-CoA dehydrogenase
PaeAG1_04022	CDS			transcriptional regulator
PaeAG1_04023	CDS		4.2.1.17	enoyl-CoA hydratase
PaeAG1_04024	CDS		1.1.1.157	3-hydroxyacyl-CoA dehydrogenase
PaeAG1_04025	CDS			transcriptional regulator
PaeAG1_04026	CDS			major facilitator superfamily transporter
PaeAG1_04027	CDS	ydiK_2		Putative transport protein YdiK
PaeAG1_04028	CDS			hypothetical protein
PaeAG1_04029	CDS			glutathione S-transferase
PaeAG1_04030	CDS			hydrolase
PaeAG1_04031	CDS			hydrolase
PaeAG1_04032	CDS	rhtC_1		Threonine efflux protein
PaeAG1_04033	CDS			transcriptional regulator
PaeAG1_04034	CDS			esterase
PaeAG1_04035	CDS			AMP-binding protein
PaeAG1_04036	CDS	sixA	3.1.3.-	Phosphohistidine phosphatase SixA
PaeAG1_04037	CDS			lipase
PaeAG1_04038	CDS	gpsA	1.1.1.94	glycerol-3-phosphate dehydrogenase
PaeAG1_04039	CDS	btuB_4		Vitamin B12 transporter BtuB
PaeAG1_04040	CDS			hypothetical protein
PaeAG1_04041	CDS			sensor/response regulator hybrid protein
PaeAG1_04042	CDS	fabA		3-hydroxydecanoyl-ACP dehydratase
PaeAG1_04043	CDS	fabB	2.3.1.41	3-oxoacyl-ACP synthase
PaeAG1_04044	CDS			chemotaxis transducer
PaeAG1_04045	CDS			putative HTH-type transcriptional regulator
PaeAG1_04046	CDS			hypothetical protein
PaeAG1_04047	CDS			hypothetical protein
PaeAG1_04048	CDS			hypothetical protein
PaeAG1_04049	CDS			transcriptional regulator
PaeAG1_04050	CDS			oxidoreductase
PaeAG1_04051	CDS			aldehyde dehydrogenase
PaeAG1_04052	CDS			cytochrome C
PaeAG1_04053	CDS			transcriptional regulator
PaeAG1_04054	CDS		2.1.2.11	3-methyl-2-oxobutanoate hydroxymethyltransferase
PaeAG1_04055	CDS			hypothetical protein
PaeAG1_04056	CDS	htpG		chaperone protein HtpG
PaeAG1_04057	CDS			hypothetical protein
PaeAG1_04058	CDS			hypothetical protein
PaeAG1_04059	CDS			hypothetical protein
PaeAG1_04060	CDS			hypothetical protein
PaeAG1_04061	CDS			hypothetical protein
PaeAG1_04062	CDS	braB		branched-chain amino acid transporter
PaeAG1_04063	CDS	sucD	6.2.1.5	succinyl-CoA ligase subunit alpha
PaeAG1_04064	CDS	sucC	6.2.1.5	succinyl-CoA ligase subunit beta
PaeAG1_04065	CDS	lpdG_2	1.8.1.4	2-oxoglutarate dehydrogenase complex dihydrolipoyl dehydrogenase
PaeAG1_04066	CDS	sucB	2.3.1.61	2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase
PaeAG1_04067	CDS	sucA	1.2.4.2	2-oxoglutarate dehydrogenase subunit E1
PaeAG1_04068	CDS	sdhB		succinate dehydrogenase iron-sulfur subunit
PaeAG1_04069	CDS	sdhA	1.3.5.1	succinate dehydrogenase flavoprotein subunit
PaeAG1_04070	CDS	sdhD		succinate dehydrogenase subunit D
PaeAG1_04071	CDS	sdhC		succinate dehydrogenase subunit C
PaeAG1_04072	CDS	gltA	2.3.3.1	citrate synthase
PaeAG1_04073	CDS			hypothetical protein
PaeAG1_04074	CDS			hypothetical protein
PaeAG1_04075	CDS			hypothetical protein
PaeAG1_04076	CDS			hypothetical protein
PaeAG1_04077	CDS			hypothetical protein
PaeAG1_04078	CDS			hypothetical protein
PaeAG1_04079	CDS			hypothetical protein
PaeAG1_04080	CDS	virB4_3		Type IV secretion system protein virB4
PaeAG1_04081	CDS			hypothetical protein
PaeAG1_04082	CDS			hypothetical protein
PaeAG1_04083	CDS			hypothetical protein
PaeAG1_04084	CDS			hypothetical protein
PaeAG1_04085	CDS	traG_3		Conjugal transfer protein TraG
PaeAG1_04086	CDS			transcriptional regulator
PaeAG1_04087	CDS			hypothetical protein
PaeAG1_04088	CDS			hypothetical protein
PaeAG1_04089	CDS			transporter
PaeAG1_04090	CDS			transcriptional regulator
PaeAG1_04091	CDS	oprM_6		outer membrane protein OprM
PaeAG1_04092	CDS			hypothetical protein
PaeAG1_04093	CDS			resistance-nodulation-cell division (RND) efflux membrane fusion protein
PaeAG1_04094	CDS			resistance-nodulation-cell division (RND) efflux transporter
PaeAG1_04095	CDS			hypothetical protein
PaeAG1_04096	CDS			ABC transporter permease
PaeAG1_04097	CDS			ABC transporter ATP-binding protein
PaeAG1_04098	CDS			hypothetical protein
PaeAG1_04099	CDS			hypothetical protein
PaeAG1_04100	CDS			hypothetical protein
PaeAG1_04101	CDS			hypothetical protein
PaeAG1_04102	CDS			hypothetical protein
PaeAG1_04103	CDS			hypothetical protein
PaeAG1_04104	CDS	soj_3	3.6.-.-	Chromosome-partitioning ATPase Soj
PaeAG1_04105	CDS			hypothetical protein
PaeAG1_04106	CDS			hypothetical protein
PaeAG1_04107	CDS			hypothetical protein
PaeAG1_04108	CDS			hypothetical protein
PaeAG1_04109	CDS			hypothetical protein
PaeAG1_04110	CDS			hypothetical protein
PaeAG1_04111	CDS			hypothetical protein
PaeAG1_04112	CDS			hypothetical protein
PaeAG1_04113	CDS			hypothetical protein
PaeAG1_04114	CDS			hypothetical protein
PaeAG1_04115	CDS	radC_4		DNA repair protein RadC
PaeAG1_04116	CDS	yhcG_2	3.1.-.-	Putative nuclease YhcG
PaeAG1_04117	CDS			hypothetical protein
PaeAG1_04118	CDS			hypothetical protein
PaeAG1_04119	CDS			hypothetical protein
PaeAG1_04120	CDS			hypothetical protein
PaeAG1_04121	CDS			hypothetical protein
PaeAG1_04122	CDS			3-hydroxyisobutyrate dehydrogenase
PaeAG1_04123	CDS			hypothetical protein
PaeAG1_04124	CDS	ppnP	2.4.2.1	Pyrimidine/purine nucleoside phosphorylase
PaeAG1_04125	CDS			hypothetical protein
PaeAG1_04126	CDS			hypothetical protein
PaeAG1_04127	CDS			hypothetical protein
PaeAG1_04128	CDS			transcriptional regulator
PaeAG1_04129	CDS			major facilitator superfamily transporter
PaeAG1_04130	CDS	amnD	3.5.99.5	2-aminomuconate deaminase
PaeAG1_04131	CDS			oxidoreductase
PaeAG1_04132	CDS			glutamine synthetase
PaeAG1_04133	CDS			oxidoreductase
PaeAG1_04134	CDS			sulfurtransferase TusA
PaeAG1_04135	CDS			23S rRNA (cytidine(2498)-2'-O)-methyltransferase RlmM
PaeAG1_04136	CDS	acnA	4.2.1.3	aconitate hydratase
PaeAG1_04137	CDS	aer		aerotaxis receptor Aer
PaeAG1_04138	CDS			hypothetical protein
PaeAG1_04139	CDS			hypothetical protein
PaeAG1_04140	CDS	ccoN2		cbb3-type cytochrome C oxidase subunit I
PaeAG1_04141	CDS	ccoO2		cbb3-type cytochrome C oxidase subunit II
PaeAG1_04142	CDS	ccoQ1_1		cytochrome C oxidase cbb3-type subunit CcoQ
PaeAG1_04143	CDS	ccoP2		cytochrome C oxidase cbb3-type subunit CcoP
PaeAG1_04144	CDS	ccoN1		cbb3-type cytochrome C oxidase subunit I
PaeAG1_04145	CDS	ccoO1		cbb3-type cytochrome C oxidase subunit II
PaeAG1_04146	CDS	ccoQ1_2		cytochrome C oxidase cbb3-type subunit CcoQ
PaeAG1_04147	CDS	ccoP1		cytochrome C oxidase cbb3-type subunit CcoP
PaeAG1_04148	CDS			ferredoxin
PaeAG1_04149	CDS			hypothetical protein
PaeAG1_04150	CDS			cation-transporting P-type ATPase
PaeAG1_04151	CDS			hypothetical protein
PaeAG1_04152	CDS			hypothetical protein
PaeAG1_04153	CDS	hemN		oxygen-independent coproporphyrinogen-III oxidase
PaeAG1_04154	CDS			hypothetical protein
PaeAG1_04155	CDS	anr		transcriptional regulator Anr
PaeAG1_04156	CDS	apt	2.4.2.7	adenine phosphoribosyltransferase
PaeAG1_04157	CDS			hypothetical protein
PaeAG1_04158	CDS			drug efflux transporter
PaeAG1_04159	CDS			multidrug efflux system protein MdtI
PaeAG1_04160	CDS	fabR		HTH-type transcriptional repressor FabR
PaeAG1_04161	CDS			flavin-containing monooxygenase
PaeAG1_04162	CDS			Baeyer-Villiger monooxygenase
PaeAG1_04163	CDS			hypothetical protein
PaeAG1_04164	CDS			acyl-CoA dehydrogenase
PaeAG1_04165	CDS	recR		recombination protein RecR
PaeAG1_04166	CDS			nucleoid-associated protein
PaeAG1_04167	CDS	dnaX	2.7.7.7	DNA polymerase III subunits gamma/tau
PaeAG1_04168	CDS			hypothetical protein
PaeAG1_04169	CDS			hypothetical protein
PaeAG1_04170	CDS			hypothetical protein
PaeAG1_04171	CDS			hypothetical protein
PaeAG1_04172	CDS			hypothetical protein
PaeAG1_04173	CDS			hypothetical protein
PaeAG1_04174	CDS			hypothetical protein
PaeAG1_04175	CDS			hypothetical protein
PaeAG1_04176	CDS	lig	6.5.1.2	NAD-dependent DNA ligase LigA
PaeAG1_04177	CDS	zipA		cell division protein ZipA
PaeAG1_04178	CDS	smc_1		Chromosome partition protein Smc
PaeAG1_04179	CDS			transcriptional regulator
PaeAG1_04180	CDS	alkB2		alkane-1 monooxygenase
PaeAG1_04181	CDS	xdhA		xanthine dehydrogenase
PaeAG1_04182	CDS	xdhB		xanthine dehydrogenase
PaeAG1_04183	CDS			hypothetical protein
PaeAG1_04184	CDS			guanine deaminase
PaeAG1_04185	CDS	aaaT	2.3.1.-	L-amino acid N-acetyltransferase AaaT
PaeAG1_04186	CDS	aceK	2.7.11.5	bifunctional isocitrate dehydrogenase kinase/phosphatase
PaeAG1_04187	CDS	pdxB		erythronate-4-phosphate dehydrogenase
PaeAG1_04188	CDS			putative HTH-type transcriptional regulator
PaeAG1_04189	CDS	fabF2	2.3.1.41	3-oxoacyl-ACP synthase
PaeAG1_04190	CDS			hypothetical protein
PaeAG1_04191	CDS			hypothetical protein
PaeAG1_04192	CDS			hypothetical protein
PaeAG1_04193	CDS			IS66 family transposase ISSal1
PaeAG1_04194	CDS			hypothetical protein
PaeAG1_04195	CDS			hypothetical protein
PaeAG1_04196	CDS			hypothetical protein
PaeAG1_04197	CDS	yddE	5.1.-.-	putative isomerase YddE
PaeAG1_04198	CDS			siderophore receptor
PaeAG1_04199	CDS			transmembrane sensor
PaeAG1_04200	CDS			ECF subfamily sigma-70 factor
PaeAG1_04201	CDS			hypothetical protein
PaeAG1_04202	CDS			multidrug resistance protein PmpM
PaeAG1_04203	CDS	rhtA		Threonine/homoserine exporter RhtA
PaeAG1_04204	CDS			transcriptional regulator
PaeAG1_04205	CDS			hypothetical protein
PaeAG1_04206	CDS			hypothetical protein
PaeAG1_04207	CDS			hypothetical protein
PaeAG1_04208	CDS			hypothetical protein
PaeAG1_04209	CDS			hypothetical protein
PaeAG1_04210	CDS			hypothetical protein
PaeAG1_04211	CDS			major facilitator superfamily transporter
PaeAG1_04212	CDS			ECF subfamily sigma-70 factor
PaeAG1_04213	CDS			hypothetical protein
PaeAG1_04214	CDS			hypothetical protein
PaeAG1_04215	CDS			hypothetical protein
PaeAG1_04216	CDS			transcriptional regulator
PaeAG1_04217	CDS			hypothetical protein
PaeAG1_04218	CDS	rimK_2	6.3.2.-	Ribosomal protein S6--L-glutamate ligase
PaeAG1_04219	CDS			short-chain dehydrogenase
PaeAG1_04220	CDS			hypothetical protein
PaeAG1_04221	CDS			ABC transporter
PaeAG1_04222	CDS			amino acid ABC transporter permease
PaeAG1_04223	CDS			amino acid ABC transporter permease
PaeAG1_04224	CDS			amino acid ABC transporter ATP binding protein
PaeAG1_04225	CDS	ggt		gamma-glutamyltranspeptidase
PaeAG1_04226	CDS	ansB		glutaminase-asparaginase
PaeAG1_04227	CDS			two-component sensor
PaeAG1_04228	CDS			two-component response regulator
PaeAG1_04229	CDS			oxidoreductase
PaeAG1_04230	CDS			hypothetical protein
PaeAG1_04231	CDS	tam_4	2.1.1.144	Trans-aconitate 2-methyltransferase
PaeAG1_04232	CDS			hypothetical protein
PaeAG1_04233	CDS			short-chain dehydrogenase
PaeAG1_04234	CDS			hypothetical protein
PaeAG1_04235	CDS			transcriptional regulator
PaeAG1_04236	CDS			protease
PaeAG1_04237	CDS	ilvA2_1	4.3.1.19	threonine dehydratase
PaeAG1_04238	CDS	yybH		putative protein YybH
PaeAG1_04239	CDS			hypothetical protein
PaeAG1_04240	CDS			hypothetical protein
PaeAG1_04241	CDS			TonB-dependent receptor
PaeAG1_04242	CDS	cyoE		protoheme IX farnesyltransferase
PaeAG1_04243	CDS	cyoD		cytochrome o ubiquinol oxidase subunit IV
PaeAG1_04244	CDS	cyoC		cytochrome o ubiquinol oxidase subunit III
PaeAG1_04245	CDS	cyoB		cytochrome o ubiquinol oxidase subunit I
PaeAG1_04246	CDS	cyoA		cytochrome o ubiquinol oxidase subunit II
PaeAG1_04247	CDS			major facilitator superfamily transporter
PaeAG1_04248	CDS			transcriptional regulator
PaeAG1_04249	CDS			hypothetical protein
PaeAG1_04250	CDS	mdtD		Putative multidrug resistance protein MdtD
PaeAG1_04251	CDS			transcriptional regulator
PaeAG1_04252	CDS	phnX_2	3.11.1.1	phosphonoacetaldehyde hydrolase
PaeAG1_04253	CDS	phnW	2.6.1.37	2-aminoethylphosphonate--pyruvate transaminase
PaeAG1_04254	CDS			transcriptional regulator
PaeAG1_04255	CDS			hypothetical protein
PaeAG1_04256	CDS	yafJ	2.4.2.-	Putative glutamine amidotransferase YafJ
PaeAG1_04257	CDS			HIT family protein
PaeAG1_04258	CDS			hypothetical protein
PaeAG1_04259	CDS			oligopeptidase
PaeAG1_04260	CDS			signal peptidase
PaeAG1_04261	CDS			heme utilization protein
PaeAG1_04262	CDS			transmembrane sensor
PaeAG1_04263	CDS			ECF subfamily sigma-70 factor
PaeAG1_04264	CDS			hypothetical protein
PaeAG1_04265	CDS	rcnR		Transcriptional repressor RcnR
PaeAG1_04266	CDS			metal transporter
PaeAG1_04267	CDS			2-hydroxyacid dehydrogenase
PaeAG1_04268	CDS	ycgL		Protein YcgL
PaeAG1_04269	CDS	rnd		ribonuclease D
PaeAG1_04270	CDS			hypothetical protein
PaeAG1_04271	CDS			transcriptional regulator
PaeAG1_04272	CDS			transporter
PaeAG1_04273	CDS			5-hydroxyisourate hydrolase
PaeAG1_04274	CDS			hypothetical protein
PaeAG1_04275	CDS	uao		Uric acid degradation bifunctional protein
PaeAG1_04276	CDS	alc	3.5.3.4	allantoicase
PaeAG1_04277	CDS		3.5.1.116	ureidoglycolate hydrolase
PaeAG1_04278	CDS			hypothetical protein
PaeAG1_04279	CDS	hcpC_2		secreted protein Hcp
PaeAG1_04280	CDS			hypothetical protein
PaeAG1_04281	CDS			hypothetical protein
PaeAG1_04282	CDS			hypothetical protein
PaeAG1_04283	CDS			hypothetical protein
PaeAG1_04284	CDS			transporter
PaeAG1_04285	CDS			hypothetical protein
PaeAG1_04286	CDS	moaA2		cyclic pyranopterin monophosphate synthase
PaeAG1_04287	CDS			transcriptional regulator
PaeAG1_04288	CDS			hypothetical protein
PaeAG1_04289	CDS	gcl	4.1.1.47	glyoxylate carboligase
PaeAG1_04290	CDS	hyi	5.3.1.22	Hydroxypyruvate isomerase
PaeAG1_04291	CDS			2-hydroxy-3-oxopropionate reductase
PaeAG1_04292	CDS	ttuD	1.1.1.81	Putative hydroxypyruvate reductase
PaeAG1_04293	CDS	pykF	2.7.1.40	pyruvate kinase
PaeAG1_04294	CDS			transporter
PaeAG1_04295	CDS			potassium channel
PaeAG1_04296	CDS			hypothetical protein
PaeAG1_04297	CDS			hypothetical protein
PaeAG1_04298	CDS	cysP		sulfate ABC transporter substrate-binding protein
PaeAG1_04299	CDS			hypothetical protein
PaeAG1_04300	CDS			transporter
PaeAG1_04301	CDS			transcriptional regulator
PaeAG1_04302	CDS	lhgO_1	1.1.3.15	L-2-hydroxyglutarate oxidase LhgO
PaeAG1_04303	CDS			hypothetical protein
PaeAG1_04304	CDS			carbohydrate kinase
PaeAG1_04305	CDS		3.4.11.25	Beta-peptidyl aminopeptidase BapA
PaeAG1_04306	CDS			amino acid permease
PaeAG1_04307	CDS			transcriptional regulator
PaeAG1_04308	CDS			hypothetical protein
PaeAG1_04309	CDS	cycH		cytochrome c-type biogenesis protein CycH
PaeAG1_04310	CDS	ccmH		cytochrome c-type biogenesis protein CcmH
PaeAG1_04311	CDS	ccmG		cytochrome c-type biogenesis protein CcmG
PaeAG1_04312	CDS	ccmF		cytochrome c-type biogenesis protein CcmF
PaeAG1_04313	CDS	ccmE		cytochrome c-type biogenesis protein CcmE
PaeAG1_04314	CDS			heme exporter protein CcmD
PaeAG1_04315	CDS	ccmC		heme exporter protein CcmC
PaeAG1_04316	CDS	ccmB		heme exporter protein CcmB
PaeAG1_04317	CDS	ccmA		cytochrome c biogenesis ATP-binding export protein CcmA
PaeAG1_04318	CDS			hypothetical protein
PaeAG1_04319	CDS			hypothetical protein
PaeAG1_04320	CDS			hypothetical protein
PaeAG1_04321	CDS			short-chain dehydrogenase
PaeAG1_04322	CDS			hypothetical protein
PaeAG1_04323	CDS			hypothetical protein
PaeAG1_04324	CDS			hypothetical protein
