CRTL1	CRTL2	T1	T2	id	type	name	version	description
68	125	85	69	b2430	CDS	yfeW		penicillin binding protein 4B
601	1196	959	918	b2431	CDS	yfeX	1.11.1.19	porphyrinogen peroxidase
348	850	499	418	b2432	CDS	yfeY		DUF1131 domain-containing lipoprotein YfeY
89	159	109	75	b2433	CDS	yfeZ		putative inner membrane protein
223	446	198	153	b2434	CDS	ypeA		putative acetyltransferase YpeA
598	1356	670	632	b2435	CDS	amiA	3.5.1.28	N-acetylmuramoyl-L-alanine amidase A
201	541	308	256	b2436	CDS	hemF	1.3.3.3	coproporphyrinogen III oxidase
62	104	93	60	b2437	CDS	eutR		putative AraC-type transcriptional regulator EutR
32	69	82	59	b2438	CDS	eutK		putative structural protein, ethanolamine utilization microcompartment
25	63	79	55	b2439	CDS	eutL		putative structural protein, ethanolamine utilization microcompartment
56	96	139	114	b2440	CDS	eutC	4.3.1.7	ethanolamine ammonia-lyase subunit beta
1148	1790	1112	1155	b2441	CDS	eutB	4.3.1.7	ethanolamine ammonia-lyase subunit alpha
567	1015	623	501	b2442	CDS	intZ		CPZ-55 prophage; putative phage integrase IntZ
129	226	87	99	b2443	CDS	yffL		CPZ-55 prophage; uncharacterized protein YffL
3	19	9	2	b2444	CDS	yffM		CPZ-55 prophage; uncharacterized protein YffM
14	13	17	3	b2445	CDS	yffN		CPZ-55 prophage; uncharacterized protein YffN
9	13	11	7	b2446	CDS	yffO		CPZ-55 prophage; uncharacterized protein YffO
14	31	16	8	b2447	CDS	yffP		CPZ-55 prophage; uncharacterized protein YffP
9	14	3	16	b2448	CDS	yffQ		CPZ-55 prophage; uncharacterized protein YffQ
87	170	85	70	b2449	CDS	yffR		CPZ-55 prophage; uncharacterized protein YffR
279	705	330	329	b2450	CDS	yffS		CPZ-55 prophage; uncharacterized protein YffS
20	55	40	33	b2451	CDS	eutA		ethanolamine ammonia-lyase reactivase EutA
19	35	20	26	b2452	CDS	eutH		putative ethanolamine permease EutH
10	25	11	9	b2453	CDS	eutG		putative alcohol dehydrogenase EutG
5	4	4	5	b2454	CDS	eutJ		putative ethanolamine utilization chaperonin EutJ
9	12	11	8	b2455	CDS	eutE	1.2.1.10	acetaldehyde dehydrogenase (acetylating) EutE
1	4	1	1	b2456	CDS	eutN		putative ethanolamine catabolic microcompartment shell protein EutN
17	23	14	10	b2457	CDS	eutM		putative ethanolamine catabolic microcompartment shell protein EutM
10	23	18	9	b2458	CDS	eutD	2.3.1.8	phosphate acetyltransferase EutD
4	11	12	5	b2459	CDS	eutT		putative ethanolamine utilization cobalamin adenosyltransferase
2	7	11	9	b2460	CDS	eutQ		putative ethanolamine utilization acetate kinase EutQ
6	5	9	3	b2461	CDS	eutP		putative ethanolamine utilization acetate kinase EutP
4	22	5	6	b2462	CDS	eutS		putative ethanolamine catabolic microcompartment shell protein EutS
2156	5875	3906	3602	b2463	CDS	maeB	1.1.1.40	NADP(+)-dependent malate dehydrogenase
3936	7974	7570	6903	b2464	CDS	talA	2.2.1.2	transaldolase A
7104	14085	17675	15908	b2465	CDS	tktB	2.2.1.1	transketolase 2
309	483	454	421	b2466	CDS	ypfG		DUF1176 domain-containing protein YpfG
267	558	354	362	b2467	CDS	nudK		GDP-mannose hydrolase
65	143	56	62	b2468	CDS	aegA		putative oxidoreductase AegA
239	491	186	145	b2469	CDS	narQ	2.7.13.3	sensory histidine kinase NarQ
248	451	254	240	b2470	CDS	acrD		multidrug efflux pump RND permease AcrD
0	0	0	1	b4606	CDS	ypfM		uncharacterized protein YpfM
187	432	157	145	b2471	CDS	yffB		putative reductase YffB
572	1429	757	607	b2472	CDS	dapE	3.5.1.18	succinyl-diaminopimelate desuccinylase
102	338	174	185	b4547	CDS	ypfN		UPF0370 protein YpfN
299	731	513	477	b2473	CDS	ypfH		esterase YpfH
542	1245	1101	868	b2474	CDS	tmcA	2.3.1.193	tRNA(Met) cytidine acetyltransferase
818	1632	1276	1081	b2475	CDS	ypfJ		uncharacterized protein YpfJ
2041	4877	2811	2097	b2476	CDS	purC	6.3.2.6	phosphoribosylaminoimidazole-succinocarboxamide synthase
2155	5923	4282	3541	b2477	CDS	bamC		outer membrane protein assembly factor BamC
3275	8299	4916	4116	b2478	CDS	dapA	4.3.3.7	4-hydroxy-tetrahydrodipicolinate synthase
708	1932	1033	781	b2479	CDS	gcvR		putative transcriptional regulator GcvR
1423	3748	1906	1586	b2480	CDS	bcp	1.11.1.24	thiol peroxidase
11	12	13	10	b2481	CDS	hyfA		hydrogenase 4 component A
24	54	22	24	b2482	CDS	hyfB		hydrogenase 4 component B
1	7	6	9	b2483	CDS	hyfC		hydrogenase 4 component C
11	15	14	7	b2484	CDS	hyfD		hydrogenase 4 component D
6	8	1	6	b2485	CDS	hyfE		hydrogenase 4 component E
32	84	42	43	b2486	CDS	hyfF		hydrogenase 4 component F
51	84	78	64	b2487	CDS	hyfG		hydrogenase 4 catalytic subunit HyfG
6	17	11	13	b2488	CDS	hyfH		hydrogenase 4 component H
13	24	29	22	b2489	CDS	hyfI		hydrogenase 4 catalytic subunit HyfI
7	8	6	12	b2490	CDS	hyfJ		putative hydrogenase 4 assembly protein
55	101	78	53	b2491	CDS	hyfR		DNA-binding transcriptional activator HyfR
31	114	63	60	b2492	CDS	focB		formate channel FocB
174	391	256	240	b2493	CDS	yfgO		putative transporter YfgO
692	1550	795	709	b2494	CDS	bepA	3.4.21.107	beta-barrel assembly-enhancing protease
484	1367	852	778	b2495	CDS	yfgD		putative oxidoreductase YfgD
368	717	346	305	b2496	CDS	hda		inibitor of reinitiation of DNA replication
766	1712	586	351	b2497	CDS	uraA		uracil:H(+) symporter UraA
835	2011	465	313	b2498	CDS	upp	2.4.2.9	uracil phosphoribosyltransferase
2084	5215	3105	2043	b2499	CDS	purM	6.3.3.1	phosphoribosylformylglycinamide cyclo-ligase
965	2089	1818	1203	b2500	CDS	purN	2.1.2.2	phosphoribosylglycinamide formyltransferase 1
1571	2971	2471	2221	b2501	CDS	ppk	2.7.4.1	polyphosphate kinase
849	1911	1295	1117	b2502	CDS	ppx	3.6.1.11	exopolyphosphatase
82	156	72	47	b2503	CDS	pdeF	3.1.4.52	cyclic di-GMP phosphodiesterase PdeF
738	1084	346	306	b2504	CDS	yfgG		nickel/cobalt stress response protein YfgG
22	47	17	12	b2505	CDS	yfgH		lipoprotein YfgH
44	59	38	44	b2506	CDS	yfgI		nalidixic acid resistance protein YfgI
3182	7936	5743	4502	b2507	CDS	guaA	6.3.5.2	GMP synthetase
2749	6820	3642	2252	b2508	CDS	guaB	1.1.1.205	inosine 5'-monophosphate dehydrogenase
1315	2582	1271	1284	b2509	CDS	xseA	3.1.11.6	exodeoxyribonuclease VII subunit XseA
115	202	197	169	b2510	CDS	yfgJ		zinc ribbon domain-containing protein YfgJ
2115	4728	5210	4375	b2511	CDS	der	3.6.5.3	50S ribosomal subunit stability factor
2739	5888	4891	4524	b2512	CDS	bamB		outer membrane protein assembly factor BamB
820	1939	1852	1632	b2513	CDS	yfgM		ancillary SecYEG translocon subunit
2683	6695	5139	4526	b2514	CDS	hisS	6.1.1.21	histidine--tRNA ligase
1993	4939	4085	3639	b2515	CDS	ispG	1.17.7.3	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)
1671	3133	2863	2579	b2516	CDS	rodZ		cytoskeleton protein RodZ
1129	2737	2097	1638	b2517	CDS	rlmN	2.1.1.192	23S rRNA m(2)A2503 methyltransferase/tRNA m(2)A37 methyltransferase
544	1112	511	365	b2518	CDS	ndk	2.7.4.6	nucleoside diphosphate kinase
180	400	265	220	b2519	CDS	pbpC	2.4.1.129	peptidoglycan glycosyltransferase PbpC
1931	4696	2201	1885	b2520	CDS	yfhM		alpha2-macroglobulin
349	773	389	346	b2521	CDS	sseA	2.8.1.1	3-mercaptopyruvate sulfurtransferase
348	617	421	350	b2522	CDS	sseB		protein SseB
706	1318	1174	1024	b2523	CDS	pepB	3.4.11.23	aminopeptidase B
123	341	280	197	b2524	CDS	iscX		accessory iron-sulfur cluster assembly protein IscX
225	576	489	395	b2525	CDS	fdx		reduced ferredoxin
1118	2689	2089	1722	b2526	CDS	hscA		iron-sulfur cluster biosynthesis chaperone HscA
293	641	529	475	b2527	CDS	hscB		[Fe-S] cluster biosynthesis co-chaperone HscB
309	448	425	251	b2528	CDS	iscA		iron-sulfur cluster insertion protein IscA
721	2025	1518	1274	b2529	CDS	iscU		scaffold protein for iron-sulfur cluster assembly
2410	5530	4367	3568	b2530	CDS	iscS	2.8.1.7	cysteine desulfurase IscS
941	1841	1537	1377	b2531	CDS	iscR		DNA-binding transcriptional dual regulator IscR
765	1729	1161	1039	b2532	CDS	trmJ	2.1.1.200	tRNA Cm32/Um32 methyltransferase
603	1162	1075	722	b2533	CDS	suhB	3.1.3.19	inositol-phosphate phosphatase
33	107	73	42	b2534	CDS	yfhR		putative peptidase
149	294	241	219	b2535	CDS	csiE		stationary phase inducible protein CsiE
113	220	161	139	b2536	CDS	hcaT		putative 3-phenylpropionate transporter
118	372	133	103	b2537	CDS	hcaR		DNA-binding transcriptional dual regulator HcaR
0	0	0	0	b4706	CDS	iroK		protein IroK
94	231	95	94	b2538	CDS	hcaE	1.14.12.19	putative 3-phenylpropionate/cinnamate dioxygenase subunit alpha
34	68	54	37	b2539	CDS	hcaF	1.14.12.19	putative 3-phenylpropionate/cinnamate dioxygenase subunit beta
14	18	14	15	b2540	CDS	hcaC	1.14.12.19	putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin subunit
29	82	78	45	b2541	CDS	hcaB	1.3.1.87	2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase
64	115	79	84	b2542	CDS	hcaD	1.14.12.19	putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin reductase subunit
320	581	311	263	b2543	CDS	yphA		putative inner membrane protein
49	97	83	38	b2544	CDS	yphB		putative aldose 1-epimerase YphB
35	122	64	48	b2545	CDS	yphC		putative zinc-binding dehydrogenase YphC
14	18	10	14	b2546	CDS	yphD		putative ABC transporter membrane subunit YphD
15	53	21	19	b2547	CDS	yphE		putative ABC transporter ATP-binding protein YphE
16	22	6	5	b2548	CDS	yphF		putative ABC transporter periplasmic binding protein YphF
42	50	42	34	b2549	CDS	yphG		DUF5107 domain-containing protein YphG
112	349	151	115	b2550	CDS	yphH		putative DNA-binding transcriptional regulator, NAGC-like
7722	19846	13706	9558	b2551	CDS	glyA	2.1.2.1	serine hydroxymethyltransferase
81	226	105	90	b2552	CDS	hmp	1.14.12.17	nitric oxide dioxygenase
601	1328	573	559	b2553	CDS	glnB		nitrogen regulatory protein PII-1
225	591	399	375	b2554	CDS	glrR		DNA-binding transcriptional activator GlrR
180	378	290	233	b2555	CDS	qseG		outer membrane lipoprotein QseG
250	403	288	229	b2556	CDS	glrK	2.7.13.3	histidine kinase GlrK
4667	9806	8340	5938	b2557	CDS	purL	6.3.5.3	phosphoribosylformylglycinamide synthetase
100	268	130	101	b2558	CDS	mltF		membrane-bound lytic murein transglycosylase F
158	377	194	201	b2559	CDS	tadA		tRNA adenosine(34) deaminase
372	842	468	384	b2560	CDS	pgpC	3.1.3.27	phosphatidylglycerophosphatase C
95	177	41	34	b2561	CDS	yfhH		putative DNA-binding transcriptional regulator YfhH
150	266	62	53	b2562	CDS	yfhL		putative 4Fe-4S cluster-containing protein YfhL
61	62	12	16	b4687	CDS	shoB		toxic peptide ShoB
79	176	93	97	b2563	CDS	acpS	2.7.8.7	holo-[acyl-carrier-protein] synthase
357	924	449	329	b2564	CDS	pdxJ	2.6.99.2	pyridoxine 5'-phosphate synthase
215	544	385	291	b2565	CDS	recO		DNA repair protein RecO
1072	3113	2229	1874	b2566	CDS	era	3.6.5.3	30S ribosomal subunit maturation GTPase Era
1149	2690	1445	1341	b2567	CDS	rnc	3.1.26.3	RNase III
1646	3607	2780	2431	b2568	CDS	lepB	3.4.21.89	signal peptidase I
2496	6195	4943	4011	b2569	CDS	lepA	3.6.5.3	30S ribosomal subunit biogenesis factor LepA
422	877	772	636	b2570	CDS	rseC		protein RseC
1796	3931	2855	2351	b2571	CDS	rseB		anti-sigma factor stabilizing protein RseB
2941	6876	4490	4625	b2572	CDS	rseA		anti-sigma-E factor RseA
2695	6222	3464	3787	b2573	CDS	rpoE		RNA polymerase sigma E factor
169	212	108	96	b4725	CDS	rseD		rpoE leader peptide
1966	4019	1185	1114	b2574	CDS	nadB	1.4.3.16	L-aspartate oxidase
114	208	136	91	b2575	CDS	yfiC	2.1.1.223	tRNA m(6)A37 methyltransferase
674	1627	1619	1266	b2576	CDS	srmB		ATP-dependent RNA helicase SrmB
155	342	103	96	b2577	CDS	yfiE		putative LysR-type DNA-binding transcriptional regulator YfiE
110	195	97	119	b2578	CDS	eamB		cysteine/O-acetylserine exporter EamB
5871	13257	5488	5260	b2579	CDS	grcA		stress-induced alternate pyruvate formate-lyase subunit
216	506	254	219	b2580	CDS	ung	3.2.2.27	uracil-DNA glycosylase
702	1904	1497	1311	b2581	CDS	yfiF		putative methyltransferase YfiF
219	481	228	156	b2582	CDS	trxC		reduced thioredoxin 2
66	158	94	94	b2583	CDS	tapT	2.5.1.25	tRNA 3-amino-3-carboxypropyltransferase
559	1200	733	536	b2584	CDS	patZ		peptidyl-lysine N-acetyltransferase
4	21	5	2	b4782	CDS	pssL		protein PssL
1933	4800	2465	1891	b2585	CDS	pssA	2.7.8.8	phosphatidylserine synthase
368	838	794	564	b2586	CDS	yfiM		protein YfiM
8689	18107	14678	12430	b2587	CDS	kgtP		alpha-ketoglutarate:H(+) symporter
38	54	19	16	b4783	CDS	yfiS		protein YfiS
2369.5	4855.15	2437.93	1824.07	b2588	rRNA	rrfG		5S ribosomal RNA
6925.97	5707.99	5848.61	2190.07	b2589	rRNA	rrlG		23S ribosomal RNA
419	541.75	194.5	123.25	b2590	tRNA	gltW		tRNA-Glu
1966.39	1913.82	1578.14	721.877	b2591	rRNA	rrsG		16S ribosomal RNA
1469	3272	2035	1866	b2592	CDS	clpB		chaperone protein ClpB
0	0	0	1.35073e-07	b2592	CDS	clpB		ClpB80
492	1203	1315	1077	b2593	CDS	pgeF	1.10.3.2	polyphenol oxidase YfiH
1208	2958	2199	1831	b2594	CDS	rluD	5.4.99.23	23S rRNA pseudouridine(1911/1915/1917) synthase
3072	7880	3970	3562	b2595	CDS	bamD		outer membrane protein assembly factor BamD
5703	12126	3278	4655	b2597	CDS	raiA		ribosome-associated inhibitor A
57	167	66	65	b2598	CDS	pheL		phe operon leader peptide
1458	3840	2450	2147	b2599	CDS	pheA	4.2.1.51	fused chorismate mutase/prephenate dehydratase
1441	3602	1322	1081	b2600	CDS	tyrA	1.3.1.12	fused chorismate mutase/prephenate dehydrogenase
2256	5654	1860	1379	b2601	CDS	aroF	2.5.1.54	3-deoxy-7-phosphoheptulonate synthase, Tyr-sensitive
163	316	140	121	b2602	CDS	yfiL		DUF2799 domain-containing lipoprotein YfiL
257	440	158	137	b2603	CDS	yfiR		DUF4154 domain-containing protein YfiR
176	410	209	199	b2604	CDS	dgcN	2.7.7.65	diguanylate cyclase DgcN
199	559	332	288	b2605	CDS	yfiB		lipoprotein YfiB
3241	8025	5441	4455	b2606	CDS	rplS		50S ribosomal subunit protein L19
10984	34386	20868	18416	b2607	CDS	trmD	2.1.1.228	tRNA m(1)G37 methyltransferase
11399	24187	13946	12021	b2608	CDS	rimM		ribosome maturation factor RimM
4126	10538	6461	5622	b2609	CDS	rpsP		30S ribosomal subunit protein S16
2093	4638	4021	3774	b2610	CDS	ffh		signal recognition particle protein component
243	536	306	296	b2611	CDS	ypjD		cytochrome c assembly family protein
375	954	669	515	b4461	CDS	yfjD		UPF0053 family inner membrane protein YfjD
1046	2050	1145	1088	b2614	CDS	grpE		nucleotide exchange factor GrpE
378	865	540	479	b2615	CDS	nadK	2.7.1.23	NAD kinase
259	749	4919	4271	b2616	CDS	recN		DNA repair protein RecN
901	1586	1519	1297	b2617	CDS	bamE		outer membrane protein assembly factor BamE
83	206	129	101	b2618	CDS	yfjF		putative component of the Rsx system
357	665	389	353	b2619	CDS	ratA		ribosome association toxin RatA
951	1997	1743	1559	b2620	CDS	smpB		SsrA-binding protein
317	727	431	415	b2622	CDS	intA		CP4-57 prophage; integrase IntA
274	457	112	109	b2623	CDS	yfjH		CP4-57 prophage; uncharacterized protein YfjH
4	3	10	4	b2624	CDS	alpA		CP4-57 prophage; DNA-binding transcriptional activator AlpA
28.3634	35.5081	18.2521	15.1584	b2625	CDS	yfjI		CP4-57 prophage; protein YfjI
18	22	7	7	b2626	CDS	yfjJ		CP4-57 prophage; protein YfjJ
496	1159	664	503	b2627	CDS	abpB		CP4-57 prophage; putative helicase YfjK
460	1150	437	376	b2628	CDS	abpA		CP4-57 prophage; anti-bacteriophage protein
20	33	17	12	b2629	CDS	yfjM		CP4-57 prophage; protein YfjM
1417	2248	997	977	b2630	CDS	rnlA		CP4-57 prophage; RNase LS, toxin of the RnlAB toxin-antitoxin system
697	1045	734	701	b2631	CDS	rnlB		CP4-57 prophage; antitoxin RnlB
20	57	29	34	b2632	CDS	yfjP		CP4-57 prophage; putative GTP-binding protein YfjP
17	32	31	25	b2633	CDS	yfjQ		CP4-57 prophage; DUF932 domain-containing protein YfjQ
11	13	13	18	b2634	CDS	yfjR		CP4-57 prophage; putative DNA-binding transcriptional regulator YfjR
6	1	4	8	b2635	CDS	ypjK		CP4-57 prophage; uncharacterized protein YpjK
11	35	12	9	b2636	CDS	yfjS		CP4-57 prophage; inner membrane lipoprotein YfjS
73	157	90	63	b2637	CDS	yfjT		CP4-57 prophage; uncharacterized protein YfjT
151	249	101	92	b2638	CDS	yfjU		CP4-57 prophage; putative arsenate reductase-like protein YfjU
618	1017	170	214	b2642	CDS	yfjW		CP4-57 prophage; uncharacterized protein YfjW
11	4	3	4	b2643	CDS	yfjX		CP4-57 prophage; putative antirestriction protein YfjX
4	8.23118	6	3	b2644	CDS	yfjY		CP4-57 prophage; RadC-like JAB domain-containing protein YfjY
0	2	2	0	b4548	CDS	ypjJ		CP4-57 prophage; DUF987 domain-containing protein YpjJ
6	17	4	6	b2645	CDS	yfjZ		CP4-57 prophage; putative antitoxin of the YpjF-YfjZ toxin-antitoxin system
11	22	14	23	b2646	CDS	ypjF		CP4-57 prophage; toxin of the YpjF-YfjZ toxin-antitoxin system
523	867	332	266	b2647	CDS	ypjA		adhesin-like autotransporter YpjA
30	25	8	7	b2649	CDS	ypjB		DUF5508 domain-containing protein YpjB
4	6	1	0	b2650	CDS	ypjC		DUF5507 domain-containing protein YpjC
0	0	0	0	b2652	tRNA	ileY		tRNA-Ile
140	331	363	255	b2659	CDS	glaH	1.14.11.64	glutarate hydroxylase GlaH
221	422	605	541	b2660	CDS	lhgD	1.1.5.13	L-2-hydroxyglutarate dehydrogenase
719	1402	2225	1908	b2661	CDS	gabD	1.2.1.79	succinate-semialdehyde dehydrogenase (NADP(+)) GabD
1003	1856	2679	2262	b2662	CDS	gabT	2.6.1.11	4-aminobutyrate aminotransferase GabT
336	534	648	579	b2663	CDS	gabP		4-aminobutanoate:H(+) symporter
268	608	354	334	b2664	CDS	glaR		DNA-binding transcriptional repressor GlaR
1810	2932	1614	1507	b2665	CDS	kbp		K(+) binding protein
583	951	335	358	b2666	CDS	yqaE		Pmp3 family protein YqaE
55	118	61	50	b2667	CDS	ygaV		putative DNA-binding transcriptional regulator YgaV
105	267	160	140	b2668	CDS	ygaP	2.8.1.1	thiosulfate sulfurtransferase YgaP
225	440	86	42	b2669	CDS	stpA		DNA-binding transcriptional repressor StpA with RNA chaperone activity
158	209	78	192	b2670	CDS	alaE		L-alanine exporter
166	245	84	65	b2671	CDS	ygaC		DUF2002 domain-containing protein YgaC
1893	2198	995	909	b2672	CDS	ygaM		DUF883 domain-containing protein YgaM
67	124	73	58	b2673	CDS	nrdH		glutaredoxin-like protein NrdH
86	170	98	96	b2674	CDS	nrdI		dimanganese-tyrosyl radical cofactor maintenance flavodoxin NrdI
656	1539	1200	1006	b2675	CDS	nrdE	1.17.4.1	ribonucleoside-diphosphate reductase 2 subunit alpha
364	811	552	496	b2676	CDS	nrdF	1.17.4.1	ribonucleoside-diphosphate reductase 2 subunit beta
3673	8264	1769	1683	b2677	CDS	proV	7.6.2.9	glycine betaine ABC transporter ATP binding subunit ProV
980	2540	768	684	b2678	CDS	proW	7.6.2.9	glycine betaine ABC transporter membrane subunit ProW
1412	3573	932	819	b2679	CDS	proX	7.6.2.9	glycine betaine ABC transporter periplasmic binding protein ProX
577	1216	500	383	b2682	CDS	ygaZ		L-valine exporter, YgaZ component
160	416	264	194	b2683	CDS	ygaH		L-valine exporter, YgaH component
705	2005	892	796	b2684	CDS	mprA		DNA-binding transcriptional repressor MprA
256	740	387	327	b2685	CDS	emrA		multidrug efflux pump membrane fusion protein EmrA
308	490	434	442	b2686	CDS	emrB		multidrug efflux pump membrane subunit EmrB
3520	8213	4843	4657	b2687	CDS	luxS	4.4.1.21	S-ribosylhomocysteine lyase
2578	5564	4027	3514	b2688	CDS	gshA	6.3.2.2	glutamate--cysteine ligase
232	528	344	288	b2689	CDS	yqaA		DedA family protein YqaA
176	365	229	189	b2690	CDS	yqaB		fructose-1-phosphate phosphatase YqaB
161.25	207.25	88.75	112.75	b2691	tRNA	argQ		tRNA-Arg
161.25	207.25	88.75	112.75	b2692	tRNA	argZ		tRNA-Arg
161.25	207.25	88.75	112.75	b2693	tRNA	argY		tRNA-Arg
161.25	207.25	88.75	112.75	b2694	tRNA	argV		tRNA-Arg
384	724	274	342	b2695	tRNA	serV		tRNA-Ser
7950	13610	5126	5156	b2696	CDS	csrA		carbon storage regulator
6721	16987	10470	8363	b2697	CDS	alaS	6.1.1.7	alanine--tRNA ligase/DNA-binding transcriptional repressor
57	52	448	499	b2698	CDS	recX		RecA inhibitor RecX
2351	6209	25590	24156	b2699	CDS	recA		DNA recombination/repair protein RecA
178	368	332	239	b2700	CDS	pncC	3.5.1.42	NMN aminohydrolase
379	767	832	658	b2701	CDS	mltB		membrane-bound lytic murein transglycosylase B
11	18	2	6	b2702	CDS	srlA	2.7.1.197	sorbitol-specific PTS enzyme IIC2 component
16	18	13	10	b2703	CDS	srlE	2.7.1.197	sorbitol-specific PTS enzyme IIBC1 component
5	13	7	11	b2704	CDS	srlB	2.7.1.197	sorbitol-specific PTS enzyme IIA component
39	96	44	35	b2705	CDS	srlD	1.1.1.140	sorbitol-6-phosphate 2-dehydrogenase
14	39	27	16	b2706	CDS	gutM		DNA-binding transcriptional activator GutM
131	410	183	179	b2707	CDS	srlR		DNA-binding transcriptional repressor SrlR
101	278	204	158	b2708	CDS	gutQ	5.3.1.13	D-arabinose 5-phosphate isomerase GutQ
121	242	94	61	b2709	CDS	norR		DNA-binding transcriptional dual regulator NorR
77	191	143	120	b2710	CDS	norV		anaerobic nitric oxide reductase flavorubredoxin
29	89	54	60	b2711	CDS	norW		NADH:flavorubredoxin reductase
101	200	147	117	b2712	CDS	hypF		carbamoyl--[HypE] ligase
49	85	42	49	b2713	CDS	hydN		putative electron transport protein HydN
167	290	154	120	b2714	CDS	ascG		DNA-binding transcriptional repressor AscG
74	127	84	54	b2715	CDS	ascF	2.7.1.199	beta-glucoside specific PTS enzyme IIBC component
120	258	156	161	b2716	CDS	ascB	3.2.1.86	6-phospho-beta-glucosidase AscB
63	152	80	87	b2717	CDS	hycI	3.4.23.51	hydrogenase 3 maturation protease
13	4	21	19	b2718	CDS	hycH		formate hydrogenlyase assembly protein
9	10	22	9	b2719	CDS	hycG		formate hydrogenlyase subunit HycG
7	4	14	13	b2720	CDS	hycF		formate hydrogenlyase subunit HycF
25	58	53	31	b2721	CDS	hycE		formate hydrogenlyase subunit HycE
4	2	10	4	b2722	CDS	hycD		formate hydrogenlyase subunit HycD
11	22	17	12	b2723	CDS	hycC		formate hydrogenlyase subunit HycC
7	9	6	3	b2724	CDS	hycB		formate hydrogenlyase subunit HycB
31	42	12	19	b2725	CDS	hycA		regulator of the transcriptional regulator FhlA
5	7	9	8	b2726	CDS	hypA		hydrogenase 3 nickel incorporation protein HypA
34	62	72	68	b2727	CDS	hypB		hydrogenase isoenzymes nickel incorporation protein HypB
2	4	14	8	b2728	CDS	hypC		hydrogenase 3 maturation protein HypC
113	192	178	181	b2729	CDS	hypD		Fe-(CN)2CO cofactor assembly scaffold protein HypD
123	264	210	163	b2730	CDS	hypE		hydrogenase maturation protein, carbamoyl dehydratase
292	571	445	378	b2731	CDS	fhlA		DNA-binding transcriptional activator FhlA
13	34	24	20	b2732	CDS	ygbA		protein YgbA
340	761	705	524	b2733	CDS	mutS		DNA mismatch repair protein MutS
14	19	12	10	b2734	CDS	pphB	3.1.3.16	phosphoprotein phosphatase 2
104	172	83	88	b2735	CDS	ygbI		putative DeoR-type DNA-binding transcriptional regulator YgbI
23	43	31	30	b2736	CDS	ygbJ		putative L-threonate dehydrogenase
38	91	77	52	b2737	CDS	ygbK		putative 3-oxo-tetronate kinase YgbK
16	29	31	22	b2738	CDS	ygbL		putative 3-oxo-tetronate 4-phosphate decarboxylase YgbL
25	47	37	35	b2739	CDS	ygbM		putative 2-oxo-tetronate isomerase YgbM
59	108	47	57	b2740	CDS	ygbN		putative transporter YgbN
9573	22787	12504	11901	b2741	CDS	rpoS		RNA polymerase, sigma S (sigma 38) factor
8099	14547	8774	8507	b2742	CDS	nlpD		murein hydrolase activator NlpD
437	679	586	541	b2743	CDS	pcm	2.1.1.77	L-isoaspartate protein carboxylmethyltransferase type II
364	964	763	626	b2744	CDS	umpG	3.1.3.5	broad specificity 5'(3')-nucleotidase and polyphosphatase
560	1216	1031	910	b2745	CDS	truD	5.4.99.27	tRNA pseudouridine(13) synthase
189	411	410	348	b2746	CDS	ispF	4.6.1.12	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
296	728	603	504	b2747	CDS	ispD	2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
289	537	289	277	b2748	CDS	ftsB		cell division protein FtsB
345	828	496	384	b2749	CDS	ygbE		DUF3561 domain-containing inner membrane protein YgbE
925	1957	1287	1036	b2750	CDS	cysC	2.7.1.25	adenylyl-sulfate kinase
3394	6434	4433	3218	b2751	CDS	cysN	2.7.7.4	sulfate adenylyltransferase subunit 1
2163	4840	2513	1655	b2752	CDS	cysD	2.7.7.4	sulfate adenylyltransferase subunit 2
229	544	155	127	b2753	CDS	iap		alkaline phosphatase isozyme conversion protein
61	82	40	25	b2754	CDS	cas2		CRISPR-associated endoribonuclease Cas2
53	131	65	45	b2755	CDS	cas1		multifunctional nuclease Cas1
51	143	41	27	b2756	CDS	casE		pre-CRISPR RNA endonuclease
42	89	25	24	b2757	CDS	casD		type I-E CRISPR system Cascade subunit CasD
75	158	50	53	b2758	CDS	casC		type I-E CRISPR system Cascade subunit CasC
14	45	8	10	b2759	CDS	casB		type I-E CRISPR system Cascade subunit CasB
50	77	42	50	b2760	CDS	casA		type I-E CRISPR system Cascade subunit CasA
122	225	87	85	b2761	CDS	cas3		CRISPR-associated endonuclease/helicase Cas3
2371	5176	2622	2037	b2762	CDS	cysH	1.8.4.8	phosphoadenosine phosphosulfate reductase
4124	9352	5658	4286	b2763	CDS	cysI	1.8.1.2	sulfite reductase, hemoprotein subunit
3469	7873	4558	2970	b2764	CDS	cysJ	1.5.1.30	sulfite reductase, flavoprotein subunit
117	221	110	87	b2765	CDS	queD	4.1.2.50	6-carboxy-5,6,7,8-tetrahydropterin synthase
38	102	48	36	b2766	CDS	ygcN		putative oxidoreductase with FAD/NAD(P)-binding domain
2	12	6	4	b2767	CDS	ygcO		putative 4Fe-4S cluster-containing protein
10	28	11	7	b2768	CDS	ygcP		putative anti-terminator regulatory protein
